task,metric,folder,family,score,percentile
leaderboard_bbh_disambiguation_qa,"acc_norm,none",oopere_pruned40-llama-1b,bbh,0.388,0.2489247311827957
leaderboard_bbh_disambiguation_qa,"acc_norm,none",oopere_pruned40-llama-3.2-1B,bbh,0.388,0.2489247311827957
leaderboard_bbh_disambiguation_qa,"acc_norm,none",oopere_pruned60-llama-1b,bbh,0.304,0.04758064516129032
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Open-Orca_Mistral-7B-OpenOrca,bbh,0.568,0.49838709677419357
leaderboard_bbh_disambiguation_qa,"acc_norm,none",OpenBuddy_openbuddy-llama3-70b-v21.2-32k,bbh,0.72,0.9338709677419355
leaderboard_bbh_disambiguation_qa,"acc_norm,none",OpenBuddy_openbuddy-llama3-8b-v21.1-8k,bbh,0.464,0.3411290322580645
leaderboard_bbh_disambiguation_qa,"acc_norm,none",OpenBuddy_openbuddy-llama3.1-70b-v22.1-131k,bbh,0.76,0.9836021505376344
leaderboard_bbh_disambiguation_qa,"acc_norm,none",OpenBuddy_openbuddy-llama3.1-8b-v22.3-131k,bbh,0.592,0.556989247311828
leaderboard_bbh_disambiguation_qa,"acc_norm,none",OpenBuddy_openbuddy-yi1.5-34b-v21.3-32k,bbh,0.7,0.907258064516129
leaderboard_bbh_disambiguation_qa,"acc_norm,none",OpenLeecher_llama3-8b-lima,bbh,0.3,0.03333333333333333
leaderboard_bbh_disambiguation_qa,"acc_norm,none",OpenScholar_Llama-3.1_OpenScholar-8B,bbh,0.616,0.6349462365591397
leaderboard_bbh_disambiguation_qa,"acc_norm,none",orai-nlp_Llama-eus-8B,bbh,0.508,0.3868279569892473
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Orenguteng_Llama-3.1-8B-Lexi-Uncensored-V2,bbh,0.556,0.4645161290322581
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Orion-zhen_phi-4-abliterated,bbh,0.752,0.9771505376344086
leaderboard_bbh_disambiguation_qa,"acc_norm,none",pankajmathur_orca_mini_phi-4,bbh,0.756,0.9803763440860215
leaderboard_bbh_disambiguation_qa,"acc_norm,none",PJMixers-Dev_LLaMa-3.1-Instruct-Interleaved-Zeroed-13B,bbh,0.576,0.5145161290322581
leaderboard_bbh_disambiguation_qa,"acc_norm,none",PJMixers-Dev_LLaMa-3.1-RomboTiesTest-8B,bbh,0.576,0.5145161290322581
leaderboard_bbh_disambiguation_qa,"acc_norm,none",PJMixers-Dev_LLaMa-3.1-RomboTiesTest2-8B,bbh,0.576,0.5145161290322581
leaderboard_bbh_disambiguation_qa,"acc_norm,none",PJMixers-Dev_LLaMa-3.2-Instruct-JankMix-v0.2-SFT-3B,bbh,0.296,0.01881720430107527
leaderboard_bbh_disambiguation_qa,"acc_norm,none",PJMixers-Dev_LLaMa-3.2-Instruct-JankMixBread-v0.1-3B,bbh,0.288,0.009946236559139785
leaderboard_bbh_disambiguation_qa,"acc_norm,none",PJMixers_LLaMa-3-CursedStock-v2.0-8B,bbh,0.64,0.7346774193548387
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_gemma-2-9b-it-DPO,bbh,0.624,0.6658602150537635
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_gemma-2-9b-it-SimPO,bbh,0.632,0.6932795698924731
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Llama-3-8B-ProLong-64k-Base,bbh,0.452,0.32446236559139785
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Llama-3-8B-ProLong-64k-Instruct,bbh,0.676,0.8618279569892473
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Llama-3-Base-8B-SFT-DPO,bbh,0.62,0.6510752688172043
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Llama-3-Base-8B-SFT-IPO,bbh,0.628,0.678763440860215
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Llama-3-Base-8B-SFT-KTO,bbh,0.552,0.4551075268817204
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Llama-3-Base-8B-SFT-ORPO,bbh,0.664,0.8279569892473119
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Llama-3-Base-8B-SFT-RDPO,bbh,0.576,0.5145161290322581
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Llama-3-Base-8B-SFT-RRHF,bbh,0.656,0.7997311827956989
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Llama-3-Base-8B-SFT-SLiC-HF,bbh,0.672,0.850268817204301
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Llama-3-Instruct-8B-CPO-v0.2,bbh,0.6,0.5776881720430107
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Llama-3-Instruct-8B-DPO,bbh,0.608,0.6053763440860215
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Llama-3-Instruct-8B-RDPO,bbh,0.616,0.6349462365591397
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Llama-3-Instruct-8B-RRHF-v0.2,bbh,0.568,0.49838709677419357
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Llama-3-Instruct-8B-SimPO,bbh,0.604,0.5903225806451613
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Mistral-7B-Base-SFT-CPO,bbh,0.628,0.678763440860215
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Mistral-7B-Base-SFT-DPO,bbh,0.484,0.36236559139784946
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Mistral-7B-Base-SFT-RDPO,bbh,0.636,0.7115591397849462
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Mistral-7B-Base-SFT-SimPO,bbh,0.628,0.678763440860215
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Mistral-7B-Base-SFT-SLiC-HF,bbh,0.644,0.7580645161290323
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Mistral-7B-Instruct-DPO,bbh,0.528,0.41155913978494624
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Mistral-7B-Instruct-IPO,bbh,0.524,0.4056451612903226
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Mistral-7B-Instruct-KTO,bbh,0.492,0.3706989247311828
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Mistral-7B-Instruct-SLiC-HF,bbh,0.4,0.2706989247311828
leaderboard_bbh_disambiguation_qa,"acc_norm,none",princeton-nlp_Sheared-LLaMA-1.3B,bbh,0.372,0.2293010752688172
leaderboard_bbh_disambiguation_qa,"acc_norm,none",prithivMLmods_Galactic-Qwen-14B-Exp2,bbh,0.792,0.9954301075268818
leaderboard_bbh_disambiguation_qa,"acc_norm,none",prithivMLmods_Llama-3.1-8B-Open-SFT,bbh,0.4,0.2706989247311828
leaderboard_bbh_disambiguation_qa,"acc_norm,none",prithivMLmods_Llama-3.2-6B-AlgoCode,bbh,0.376,0.23279569892473118
leaderboard_bbh_disambiguation_qa,"acc_norm,none",prithivMLmods_Llama-Express.1-Math,bbh,0.372,0.2293010752688172
leaderboard_bbh_disambiguation_qa,"acc_norm,none",prithivMLmods_Magellanic-Qwen-25B-R999,bbh,0.176,0.0005376344086021505
leaderboard_bbh_disambiguation_qa,"acc_norm,none",prithivMLmods_Phi-4-Empathetic,bbh,0.716,0.9298387096774193
leaderboard_bbh_disambiguation_qa,"acc_norm,none",prithivMLmods_Phi-4-Math-IO,bbh,0.732,0.9478494623655914
leaderboard_bbh_disambiguation_qa,"acc_norm,none",prithivMLmods_Phi-4-o1,bbh,0.736,0.9532258064516129
leaderboard_bbh_disambiguation_qa,"acc_norm,none",prithivMLmods_Phi4-Super,bbh,0.732,0.9478494623655914
leaderboard_bbh_disambiguation_qa,"acc_norm,none",prithivMLmods_Primal-Opus-14B-Optimus-v1,bbh,0.612,0.6206989247311828
leaderboard_bbh_disambiguation_qa,"acc_norm,none",prithivMLmods_Primal-Opus-14B-Optimus-v2,bbh,0.644,0.7580645161290323
leaderboard_bbh_disambiguation_qa,"acc_norm,none",prithivMLmods_Qwen2.5-14B-DeepSeek-R1-1M,bbh,0.62,0.6510752688172043
leaderboard_bbh_disambiguation_qa,"acc_norm,none",qingy2019_LLaMa_3.2_3B_Catalysts,bbh,0.324,0.14220430107526882
leaderboard_bbh_disambiguation_qa,"acc_norm,none",qingy2019_OpenMath2-Llama3.1-8B,bbh,0.464,0.3411290322580645
leaderboard_bbh_disambiguation_qa,"acc_norm,none",qingy2019_Qwen2.5-Ultimate-14B-Instruct,bbh,0.7,0.907258064516129
leaderboard_bbh_disambiguation_qa,"acc_norm,none",qingy2024_Qwen2.5-4B,bbh,0.496,0.3741935483870968
leaderboard_bbh_disambiguation_qa,"acc_norm,none",qingy2024_Qwen2.5-Coder-Draft-1.5B-Instruct,bbh,0.556,0.4645161290322581
leaderboard_bbh_disambiguation_qa,"acc_norm,none",qingy2024_Qwen2.5-Math-14B-Instruct-Preview,bbh,0.66,0.8137096774193548
leaderboard_bbh_disambiguation_qa,"acc_norm,none",qingy2024_Qwen2.6-14B-Instruct,bbh,0.588,0.5432795698924732
leaderboard_bbh_disambiguation_qa,"acc_norm,none",qingy2024_QwEnlarge-16B-Instruct,bbh,0.588,0.5432795698924732
leaderboard_bbh_disambiguation_qa,"acc_norm,none",qq8933_OpenLongCoT-Base-Gemma2-2B,bbh,0.324,0.14220430107526882
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Quazim0t0_graphite-14b-sce,bbh,0.604,0.5903225806451613
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Quazim0t0_Lo-Phi-14b,bbh,0.688,0.8830645161290323
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Quazim0t0_Phi4.Turn.R1Distill.16bit,bbh,0.468,0.34623655913978496
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Quazim0t0_Phi4Basis-14B-sce,bbh,0.708,0.9188172043010753
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen1.5-0.5B,bbh,0.432,0.30376344086021506
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen1.5-1.8B,bbh,0.368,0.22553763440860214
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen1.5-110B,bbh,0.768,0.9876344086021506
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen1.5-14B-Chat,bbh,0.624,0.6658602150537635
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen1.5-32B,bbh,0.724,0.939247311827957
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen1.5-32B-Chat,bbh,0.704,0.9134408602150538
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen1.5-4B-Chat,bbh,0.62,0.6510752688172043
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen1.5-MoE-A2.7B,bbh,0.568,0.49838709677419357
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen2-0.5B-Instruct,bbh,0.328,0.16263440860215053
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen2-1.5B-Instruct,bbh,0.46,0.33521505376344085
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen2-57B-A14B,bbh,0.604,0.5903225806451613
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen2-7B,bbh,0.648,0.775
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen2-7B-Instruct,bbh,0.636,0.7115591397849462
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen2-Math-72B-Instruct,bbh,0.732,0.9478494623655914
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen2-VL-72B-Instruct,bbh,0.736,0.9532258064516129
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen2-VL-7B-Instruct,bbh,0.612,0.6206989247311828
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen2.5-1.5B-Instruct,bbh,0.472,0.35080645161290325
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen2.5-14B-Instruct,bbh,0.612,0.6206989247311828
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen2.5-32B-Instruct,bbh,0.644,0.7580645161290323
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen2.5-3B-Instruct,bbh,0.548,0.44704301075268815
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen2.5-72B,bbh,0.772,0.988978494623656
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen2.5-7B-Instruct,bbh,0.616,0.6349462365591397
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen2.5-Math-72B-Instruct,bbh,0.72,0.9338709677419355
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_Qwen2.5-Math-7B,bbh,0.528,0.41155913978494624
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Qwen_QwQ-32B-Preview,bbh,0.76,0.9836021505376344
leaderboard_bbh_disambiguation_qa,"acc_norm,none",rasyosef_Phi-1_5-Instruct-v0.1,bbh,0.324,0.14220430107526882
leaderboard_bbh_disambiguation_qa,"acc_norm,none",rasyosef_phi-2-instruct-apo,bbh,0.576,0.5145161290322581
leaderboard_bbh_disambiguation_qa,"acc_norm,none",recoilme_Gemma-2-Ataraxy-Gemmasutra-9B-slerp,bbh,0.652,0.7870967741935484
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Replete-AI_Llama3-8B-Instruct-Replete-Adapted,bbh,0.584,0.5327956989247312
leaderboard_bbh_disambiguation_qa,"acc_norm,none",RESMPDEV_Qwen2-Wukong-0.5B,bbh,0.312,0.08010752688172043
leaderboard_bbh_disambiguation_qa,"acc_norm,none",rhysjones_phi-2-orange-v2,bbh,0.62,0.6510752688172043
leaderboard_bbh_disambiguation_qa,"acc_norm,none",riaz_FineLlama-3.1-8B,bbh,0.472,0.35080645161290325
leaderboard_bbh_disambiguation_qa,"acc_norm,none",RLHFlow_ArmoRM-Llama3-8B-v0.1,bbh,0.3,0.03333333333333333
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Rombo-Org_Rombo-LLM-V2.5-Qwen-7b,bbh,0.62,0.6510752688172043
leaderboard_bbh_disambiguation_qa,"acc_norm,none",rombodawg_Rombos-Coder-V2.5-Qwen-14b,bbh,0.576,0.5145161290322581
leaderboard_bbh_disambiguation_qa,"acc_norm,none",rombodawg_Rombos-LLM-V2.5-Qwen-0.5b,bbh,0.356,0.210752688172043
leaderboard_bbh_disambiguation_qa,"acc_norm,none",rombodawg_Rombos-LLM-V2.5-Qwen-14b,bbh,0.62,0.6510752688172043
leaderboard_bbh_disambiguation_qa,"acc_norm,none",rombodawg_Rombos-LLM-V2.5-Qwen-32b,bbh,0.688,0.8830645161290323
leaderboard_bbh_disambiguation_qa,"acc_norm,none",rombodawg_Rombos-LLM-V2.5.1-Qwen-3b,bbh,0.468,0.34623655913978496
leaderboard_bbh_disambiguation_qa,"acc_norm,none",rombodawg_rombos_Replete-Coder-Llama3-8B,bbh,0.484,0.36236559139784946
leaderboard_bbh_disambiguation_qa,"acc_norm,none",rsh345_mistral-ft-optimized-1218-NeuralHermes-2.5-Mistral-7B,bbh,0.696,0.899731182795699
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sabersalehk_Llama3-001-300,bbh,0.644,0.7580645161290323
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sabersalehk_Llama3_01_300,bbh,0.62,0.6510752688172043
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sabersaleh_Llama2-7B-SimPO,bbh,0.544,0.4389784946236559
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sabersaleh_Llama3,bbh,0.668,0.8387096774193549
leaderboard_bbh_disambiguation_qa,"acc_norm,none",SaisExperiments_Gemma-2-2B-Stheno-Filtered,bbh,0.452,0.32446236559139785
leaderboard_bbh_disambiguation_qa,"acc_norm,none",SaisExperiments_RightSheep-Llama3.2-3B,bbh,0.568,0.49838709677419357
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Sakalti_Llama3.2-3B-Uranus-1,bbh,0.288,0.009946236559139785
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Sakalti_Phi3.5-Comets-3.8B,bbh,0.544,0.4389784946236559
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Sakalti_Qwen2.5-1B-Instruct,bbh,0.416,0.2846774193548387
leaderboard_bbh_disambiguation_qa,"acc_norm,none",SentientAGI_Dobby-Mini-Leashed-Llama-3.1-8B,bbh,0.62,0.6510752688172043
leaderboard_bbh_disambiguation_qa,"acc_norm,none",SentientAGI_Dobby-Mini-Unhinged-Llama-3.1-8B,bbh,0.576,0.5145161290322581
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sequelbox_Llama3.1-70B-PlumChat,bbh,0.72,0.9338709677419355
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sequelbox_Llama3.1-8B-MOTH,bbh,0.624,0.6658602150537635
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sequelbox_Llama3.1-8B-PlumCode,bbh,0.336,0.18064516129032257
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sequelbox_Llama3.1-8B-PlumMath,bbh,0.312,0.08010752688172043
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sethuiyer_Llama-3.1-8B-Experimental-1208-Instruct,bbh,0.564,0.4846774193548387
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sethuiyer_Llamaverse-3.1-8B-Instruct,bbh,0.608,0.6053763440860215
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sethuiyer_Qwen2.5-7B-Anvita,bbh,0.62,0.6510752688172043
leaderboard_bbh_disambiguation_qa,"acc_norm,none",shastraai_Shastra-LLAMA2-Math-Commonsense-SFT,bbh,0.424,0.29301075268817206
leaderboard_bbh_disambiguation_qa,"acc_norm,none",shivank21_mistral_dpo_self,bbh,0.328,0.16263440860215053
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Sicarius-Prototyping_Brainy_LLAMA,bbh,0.476,0.3540322580645161
leaderboard_bbh_disambiguation_qa,"acc_norm,none",SicariusSicariiStuff_LLAMA-3_8B_Unaligned_BETA,bbh,0.684,0.8763440860215054
leaderboard_bbh_disambiguation_qa,"acc_norm,none",SicariusSicariiStuff_Phi-Line_14B,bbh,0.732,0.9478494623655914
leaderboard_bbh_disambiguation_qa,"acc_norm,none",SicariusSicariiStuff_Qwen2.5-14B_Uncensored,bbh,0.672,0.850268817204301
leaderboard_bbh_disambiguation_qa,"acc_norm,none",SicariusSicariiStuff_Qwen2.5-14B_Uncensored_Instruct,bbh,0.524,0.4056451612903226
leaderboard_bbh_disambiguation_qa,"acc_norm,none",siqi00_Mistral-7B-DFT,bbh,0.672,0.850268817204301
leaderboard_bbh_disambiguation_qa,"acc_norm,none",skymizer_Llama2-7b-sft-chat-custom-template-dpo,bbh,0.544,0.4389784946236559
leaderboard_bbh_disambiguation_qa,"acc_norm,none",SkyOrbis_SKY-Ko-Llama3.2-1B-lora-epoch5,bbh,0.368,0.22553763440860214
leaderboard_bbh_disambiguation_qa,"acc_norm,none",SkyOrbis_SKY-Ko-Llama3.2-1B-lora-v2-epoch3,bbh,0.368,0.22553763440860214
leaderboard_bbh_disambiguation_qa,"acc_norm,none",SkyOrbis_SKY-Ko-Llama3.2-3B-lora-epoch1,bbh,0.296,0.01881720430107527
leaderboard_bbh_disambiguation_qa,"acc_norm,none",SkyOrbis_SKY-Ko-Qwen2.5-3B-Instruct,bbh,0.624,0.6658602150537635
leaderboard_bbh_disambiguation_qa,"acc_norm,none",SkyOrbis_SKY-Ko-Qwen2.5-7B-Instruct-SFT-step-15000,bbh,0.64,0.7346774193548387
leaderboard_bbh_disambiguation_qa,"acc_norm,none",SkyOrbis_SKY-Ko-Qwen2.5-7B-Instruct-SFT-step-5000,bbh,0.636,0.7115591397849462
leaderboard_bbh_disambiguation_qa,"acc_norm,none",someon98_qwen-CoMa-0.5b,bbh,0.388,0.2489247311827957
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sometimesanotion_Qwen2.5-14B-Vimarckoso-v2,bbh,0.656,0.7997311827956989
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sometimesanotion_Qwen2.5-14B-Vimarckoso-v3,bbh,0.636,0.7115591397849462
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sometimesanotion_Qwen2.5-14B-Vimarckoso-v3-IF-Variant,bbh,0.636,0.7115591397849462
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sometimesanotion_Qwen2.5-7B-Gordion-v0.1-Prose,bbh,0.668,0.8387096774193549
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sometimesanotion_Qwentessential-14B-v1,bbh,0.664,0.8279569892473119
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sometimesanotion_Qwentinuum-14B-v1,bbh,0.62,0.6510752688172043
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sometimesanotion_Qwentinuum-14B-v2,bbh,0.644,0.7580645161290323
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sometimesanotion_Qwentinuum-14B-v6,bbh,0.656,0.7997311827956989
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sometimesanotion_Qwentinuum-14B-v7,bbh,0.656,0.7997311827956989
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sometimesanotion_Qwentinuum-14B-v8,bbh,0.64,0.7346774193548387
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sometimesanotion_Qwenvergence-14B-v0.6-004-model_stock,bbh,0.612,0.6206989247311828
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sometimesanotion_Qwenvergence-14B-v3,bbh,0.648,0.775
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sometimesanotion_Qwenvergence-14B-v3-Prose,bbh,0.66,0.8137096774193548
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sometimesanotion_Qwenvergence-14B-v3-Reason,bbh,0.644,0.7580645161290323
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sometimesanotion_Qwenvergence-14B-v8,bbh,0.632,0.6932795698924731
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sometimesanotion_Qwenvergence-14B-v9,bbh,0.604,0.5903225806451613
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Sorawiz_Gemma-9B-Base,bbh,0.648,0.775
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Sorawiz_Gemma-Creative-9B-Base,bbh,0.612,0.6206989247311828
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Sourjayon_DeepSeek-R1-ForumNXT,bbh,0.32,0.11989247311827957
leaderboard_bbh_disambiguation_qa,"acc_norm,none",spmurrayzzz_Mistral-Syndicate-7B,bbh,0.628,0.678763440860215
leaderboard_bbh_disambiguation_qa,"acc_norm,none",ssmits_Qwen2.5-95B-Instruct,bbh,0.772,0.988978494623656
leaderboard_bbh_disambiguation_qa,"acc_norm,none",suayptalha_DeepSeek-R1-Distill-Llama-3B,bbh,0.324,0.14220430107526882
leaderboard_bbh_disambiguation_qa,"acc_norm,none",suayptalha_Komodo-Llama-3.2-3B-v2-fp16,bbh,0.364,0.21989247311827956
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sumink_bbhqwen,bbh,0.424,0.29301075268817206
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sumink_bbhqwen2,bbh,0.312,0.08010752688172043
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sumink_bbhqwen4,bbh,0.344,0.19462365591397848
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sumink_bbhqwen5,bbh,0.324,0.14220430107526882
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sumink_bbhqwen6,bbh,0.236,0.001075268817204301
leaderboard_bbh_disambiguation_qa,"acc_norm,none",sumink_Qwenftmodel,bbh,0.556,0.4645161290322581
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Supichi_BBAI_135_Gemma,bbh,0.468,0.34623655913978496
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Syed-Hasan-8503_Phi-3-mini-4K-instruct-cpo-simpo,bbh,0.716,0.9298387096774193
leaderboard_bbh_disambiguation_qa,"acc_norm,none",synergetic_FrankenQwen2.5-14B,bbh,0.56,0.4731182795698925
leaderboard_bbh_disambiguation_qa,"acc_norm,none",T145_Meta-Llama-3.1-8B-Instruct-TIES,bbh,0.572,0.5077956989247312
leaderboard_bbh_disambiguation_qa,"acc_norm,none",T145_qwen-2.5-3B-merge-test,bbh,0.548,0.44704301075268815
leaderboard_bbh_disambiguation_qa,"acc_norm,none",tangledgroup_tangled-llama-pints-1.5b-v0.1-instruct,bbh,0.3,0.03333333333333333
leaderboard_bbh_disambiguation_qa,"acc_norm,none",tanliboy_lambda-qwen2.5-14b-dpo-test,bbh,0.68,0.8696236559139785
leaderboard_bbh_disambiguation_qa,"acc_norm,none",tanliboy_lambda-qwen2.5-32b-dpo-test,bbh,0.636,0.7115591397849462
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Tarek07_Thalassic-Alpha-LLaMa-70B,bbh,0.604,0.5903225806451613
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Telugu-LLM-Labs_Indic-gemma-2b-finetuned-sft-Navarasa-2.0,bbh,0.356,0.210752688172043
leaderboard_bbh_disambiguation_qa,"acc_norm,none",Telugu-LLM-Labs_Indic-gemma-7b-finetuned-sft-Navarasa-2.0,bbh,0.612,0.6206989247311828
leaderboard_bbh_disambiguation_qa,"acc_norm,none",tensopolis_falcon3-10b-tensopolis-v1,bbh,0.68,0.8696236559139785
leaderboard_bbh_disambiguation_qa,"acc_norm,none",tensopolis_mistral-small-2501-tensopolis-v1,bbh,0.664,0.8279569892473119
leaderboard_bbh_disambiguation_qa,"acc_norm,none",tensopolis_phi-4-tensopolis-v1,bbh,0.688,0.8830645161290323
leaderboard_bbh_disambiguation_qa,"acc_norm,none",tensopolis_qwen2.5-14b-tensopolis-v1,bbh,0.688,0.8830645161290323
leaderboard_bbh_disambiguation_qa,"acc_norm,none",tensopolis_qwen2.5-7b-tensopolis-v1,bbh,0.632,0.6932795698924731
leaderboard_bbh_disambiguation_qa,"acc_norm,none",TheDrummer_Gemmasutra-9B-v1,bbh,0.648,0.775
leaderboard_bbh_disambiguation_qa,"acc_norm,none",TheDrummer_Tiger-Gemma-9B-v2,bbh,0.648,0.775
leaderboard_bbh_disambiguation_qa,"acc_norm,none",theo77186_Qwen2.5-Coder-7B-Instruct-20241106,bbh,0.608,0.6053763440860215
leaderboard_bbh_disambiguation_qa,"acc_norm,none",theprint_CleverBoi-Llama-3.1-8B-Instruct,bbh,0.66,0.8137096774193548
leaderboard_bbh_disambiguation_qa,"acc_norm,none",theprint_CleverBoi-Llama-3.1-8B-v2,bbh,0.412,0.28118279569892474
leaderboard_bbh_disambiguation_qa,"acc_norm,none",theprint_ReWiz-Llama-3.1-8B-v2,bbh,0.4,0.2706989247311828
leaderboard_bbh_disambiguation_qa,"acc_norm,none",TheTsar1209_qwen-carpmuscle-r-v0.3,bbh,0.664,0.8279569892473119
leaderboard_bbh_disambiguation_qa,"acc_norm,none",TheTsar1209_qwen-carpmuscle-v0.1,bbh,0.672,0.850268817204301
