Model,ability,submission_date,folder,detailed_ability,weak_ability,task_count,family_count,coverage,eligible,rank_difference
gaverfraxz/Meta-Llama-3.1-8B-Instruct-HalfAbliterated-DELLA,12.108403733798745,2024-09-23,gaverfraxz_Meta-Llama-3.1-8B-Instruct-HalfAbliterated-DELLA,0.28213156817124035,0.1815396624802404,40,6,1.0,True,0.015102481121898576
Dans-DiscountModels/Dans-Instruct-Mix-8b-ChatML-V0.1.1,13.349347006636378,2024-09-23,Dans-DiscountModels_Dans-Instruct-Mix-8b-ChatML-V0.1.1,0.43746274957519515,0.36094495664122705,40,6,1.0,True,0.11758360302049625
yuvraj17/Llama3-8B-abliterated-Spectrum-slerp,17.72531595014861,2024-09-23,yuvraj17_Llama3-8B-abliterated-Spectrum-slerp,0.5256362766606512,0.41720516962843296,40,6,1.0,True,0.14563106796116504
yuvraj17/Llama3-8B-SuperNova-Spectrum-dare_ties,19.17256512798472,2024-09-23,yuvraj17_Llama3-8B-SuperNova-Spectrum-dare_ties,0.4736768045773725,0.3599462365591398,40,6,1.0,True,0.02103559870550159
EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Math,20.557928990030614,2024-09-23,EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Math,0.4908816208647136,0.39891835836114203,40,6,1.0,True,0.004854368932038833
Aryanne/SuperHeart,25.55719928277682,2024-09-23,Aryanne_SuperHeart,0.6427790527008859,0.5316532258064516,40,6,1.0,True,0.052858683926645056
LilRg/PRYMMAL-6B-slerp,3.23270592407536,2024-09-24,LilRg_PRYMMAL-6B-slerp,0.15306415443466773,0.031720430107526884,40,6,1.0,True,0.009169363538295578
LilRg/10PRYMMAL-3B-slerp,21.087895754438843,2024-09-24,LilRg_10PRYMMAL-3B-slerp,0.619849631850451,0.5112455920926919,40,6,1.0,True,0.18122977346278318
Kumar955/Hemanth-llm,22.143018437127733,2024-09-24,Kumar955_Hemanth-llm,0.5514245309616366,0.43561422413793105,40,6,1.0,True,0.03991370010787487
Nekochu/Llama-3.1-8B-German-ORPO,23.254052215833838,2024-09-24,Nekochu_Llama-3.1-8B-German-ORPO,0.4544895663506855,0.13533339413205484,40,6,1.0,True,0.15695792880258896
LilRg/PRYMMAL-slerp-Merge,23.42765486276747,2024-09-24,LilRg_PRYMMAL-slerp-Merge,0.6365099634372812,0.45826612903225805,40,6,1.0,True,0.11974110032362462
DeepMount00/Lexora-Medium-7B,25.83719802694387,2024-09-24,DeepMount00_Lexora-Medium-7B,0.614467028729792,0.5675403225806452,40,6,1.0,True,0.009708737864077666
nbeerbower/mistral-nemo-gutenberg2-12B-test,20.970579950625815,2024-09-25,nbeerbower_mistral-nemo-gutenberg2-12B-test,0.5959527075890731,0.5495967741935484,40,6,1.0,True,0.1537216828478964
ifable/gemma-2-Ifable-9B,23.568448863909012,2024-09-25,ifable_gemma-2-Ifable-9B,0.67483948721033,0.5680533117932148,40,6,1.0,True,0.18446601941747576
nbeerbower/Mistral-Small-Gutenberg-Doppel-22B,27.972039733086746,2024-09-25,nbeerbower_Mistral-Small-Gutenberg-Doppel-22B,0.7432435865678703,0.7333625384334774,40,6,1.0,True,0.13861920172599784
mistralai/Mistral-Small-Instruct-2409,29.918947504475216,2024-09-25,mistralai_Mistral-Small-Instruct-2409,0.6064338785076819,0.4359648741657397,40,6,1.0,True,0.12243797195253503
mlabonne/BigQwen2.5-52B-Instruct,43.55000484859215,2024-09-25,mlabonne_BigQwen2.5-52B-Instruct,0.8535043621210787,0.7665242578756057,40,6,1.0,True,0.0587918015102481
Lyte/Llama-3.2-1B-Instruct-COT-RL-Expriement1-EP04,14.647307771096619,2024-09-26,Lyte_Llama-3.2-1B-Instruct-COT-RL-Expriement1-EP04,0.31249630747912627,0.13756720430107527,40,6,1.0,True,0.0372168284789644
EpistemeAI/Mistral-Nemo-Instruct-12B-Philosophy-Math,16.60399677564458,2024-09-26,EpistemeAI_Mistral-Nemo-Instruct-12B-Philosophy-Math,0.6048584600896827,0.4828259698275862,40,6,1.0,True,0.30636461704422874
Locutusque/Hercules-6.0-Llama-3.1-8B,23.836013153195413,2024-09-26,Locutusque_Hercules-6.0-Llama-3.1-8B,0.4754092169981994,0.36223118279569894,40,6,1.0,True,0.1526429341963323
vhab10/llama-3-8b-merged-linear,23.911368336894068,2024-09-26,vhab10_llama-3-8b-merged-linear,0.5437294201101055,0.4528020610766585,40,6,1.0,True,0.03991370010787487
DreadPoor/Aurora_faustus-8B-LINEAR,29.619908170064097,2024-09-26,DreadPoor_Aurora_faustus-8B-LINEAR,0.6898626116427755,0.6422092255283649,40,6,1.0,True,0.031283710895361416
BAAI/Infinity-Instruct-7M-Gen-Llama3_1-70B,37.48445364047765,2024-09-26,BAAI_Infinity-Instruct-7M-Gen-Llama3_1-70B,0.8597812485914089,0.8401992460958536,40,6,1.0,True,0.016720604099244918
ssmits/Qwen2.5-95B-Instruct,45.257345532181205,2024-09-26,ssmits_Qwen2.5-95B-Instruct,0.8171640010975967,0.6692905311457175,40,6,1.0,True,0.09061488673139162
MaziyarPanahi/calme-2.2-qwen2.5-72b,47.22457675508573,2024-09-26,MaziyarPanahi_calme-2.2-qwen2.5-72b,0.9473289984715336,0.9730510752688173,40,6,1.0,True,0.0021574973031284195
MaziyarPanahi/calme-2.1-qwen2.5-72b,47.85672202584548,2024-09-26,MaziyarPanahi_calme-2.1-qwen2.5-72b,0.7918670019403552,0.770735858129403,40,6,1.0,True,0.11380798274002157
recoilme/Gemma-2-Ataraxy-Gemmasutra-9B-slerp,23.910552802690432,2024-09-27,recoilme_Gemma-2-Ataraxy-Gemmasutra-9B-slerp,0.6315499817435366,0.42933511192992213,40,6,1.0,True,0.0884573894282632
meta-llama/Llama-3.2-3B-Instruct,24.204650807793456,2024-09-27,meta-llama_Llama-3.2-3B-Instruct,0.45939927795621804,0.31713709677419355,40,6,1.0,True,0.19363538295577132
LilRg/ECE_Finetunning,11.987032259556209,2024-09-28,LilRg_ECE_Finetunning,0.4099668002104594,0.30290791599353795,40,6,1.0,True,0.10409924487594391
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v2,15.56674922027016,2024-09-28,Goekdeniz-Guelmez_Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v2,0.2996947583153483,0.19892305935834587,40,6,1.0,True,0.06850053937432582
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,15.592787360948462,2024-09-28,Goekdeniz-Guelmez_Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,0.2940262646733072,0.1595315024232633,40,6,1.0,True,0.07551240560949296
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v1,18.44117473256343,2024-09-28,Goekdeniz-Guelmez_Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v1,0.3124549826227595,0.2281233171782445,40,6,1.0,True,0.13538295577130527
mistralai/Codestral-22B-v0.1,23.27991740686463,2024-09-28,mistralai_Codestral-22B-v0.1,0.5677514411805314,0.3741263440860215,40,6,1.0,True,0.023193096008629954
princeton-nlp/Llama-3-Instruct-8B-DPO,23.498239725981037,2024-09-28,princeton-nlp_Llama-3-Instruct-8B-DPO,0.4769588156143246,0.3181827875188012,40,6,1.0,True,0.133764832793959
princeton-nlp/Llama-3-Instruct-8B-RDPO,23.603754396673683,2024-09-28,princeton-nlp_Llama-3-Instruct-8B-RDPO,0.4775855722350209,0.3598790322580645,40,6,1.0,True,0.1386192017259979
princeton-nlp/Llama-3-Instruct-8B-SimPO,23.664165370275043,2024-09-28,princeton-nlp_Llama-3-Instruct-8B-SimPO,0.4707211167558955,0.2934365608768913,40,6,1.0,True,0.1477885652642934
princeton-nlp/Llama-3-Instruct-8B-CPO-v0.2,24.883954972962346,2024-09-28,princeton-nlp_Llama-3-Instruct-8B-CPO-v0.2,0.5219831009644759,0.4063842637652948,40,6,1.0,True,0.11326860841423947
Lambent/qwen2.5-reinstruct-alternate-lumen-14B,38.07061834522751,2024-09-28,Lambent_qwen2.5-reinstruct-alternate-lumen-14B,0.8437825181905731,0.8082929456112009,40,6,1.0,True,0.00916936353829556
v000000/Qwen2.5-14B-Gutenberg-1e-Delta,40.87901381911441,2024-09-28,v000000_Qwen2.5-14B-Gutenberg-1e-Delta,0.6634794017001479,0.49517649819243603,40,6,1.0,True,0.22276159654800431
KingNish/Qwen2.5-0.5b-Test-ft,7.865415598812703,2024-09-29,KingNish_Qwen2.5-0.5b-Test-ft,0.18833296232635677,0.10181451612903226,40,6,1.0,True,0.08522114347357067
rombodawg/Rombos-LLM-V2.5-Qwen-0.5b,9.38591999487923,2024-09-29,rombodawg_Rombos-LLM-V2.5-Qwen-0.5b,0.20023322009571456,0.08619054753591468,40,6,1.0,True,0.09708737864077671
Infinirc/Infinirc-Llama3-8B-2G-Release-v1.0,13.16266165602399,2024-09-29,Infinirc_Infinirc-Llama3-8B-2G-Release-v1.0,0.39736587807655005,0.25888747914349275,40,6,1.0,True,0.07497303128371091
vhab10/Llama-3.1-8B-Base-Instruct-SLERP,19.274793547951987,2024-09-29,vhab10_Llama-3.1-8B-Base-Instruct-SLERP,0.5464179384044558,0.44899193548387095,40,6,1.0,True,0.13700107874865153
MaziyarPanahi/calme-2.6-qwen2-7b,21.23233085446529,2024-09-29,MaziyarPanahi_calme-2.6-qwen2-7b,0.5200438569275052,0.4065188172043011,40,6,1.0,True,0.015102481121898659
xukp20/Llama-3-8B-Instruct-SPPO-Iter3_bt_2b-table,21.357658866973082,2024-09-29,xukp20_Llama-3-8B-Instruct-SPPO-Iter3_bt_2b-table,0.47682092940673176,0.3512150916035318,40,6,1.0,True,0.058252427184465994
xukp20/Llama-3-8B-Instruct-SPPO-Iter3_gp_2b-table,22.08358104722241,2024-09-29,xukp20_Llama-3-8B-Instruct-SPPO-Iter3_gp_2b-table,0.4957154737809632,0.3364247311827957,40,6,1.0,True,0.05339805825242716
MaziyarPanahi/calme-2.5-qwen2-7b,22.659538685051796,2024-09-29,MaziyarPanahi_calme-2.5-qwen2-7b,0.5873520554226395,0.4395833333333333,40,6,1.0,True,0.07227615965480039
yfzp/Llama-3-8B-Instruct-SPPO-score-Iter1_gp_2b-table-0.001,22.724716099715508,2024-09-29,yfzp_Llama-3-8B-Instruct-SPPO-score-Iter1_gp_2b-table-0.001,0.4818673490808386,0.36680563517292897,40,6,1.0,True,0.0965480043149946
yfzp/Llama-3-8B-Instruct-SPPO-Iter1_gp_2b-table,23.457640244691195,2024-09-29,yfzp_Llama-3-8B-Instruct-SPPO-Iter1_gp_2b-table,0.5036435355984002,0.3836693548387097,40,6,1.0,True,0.09061488673139156
yfzp/Llama-3-8B-Instruct-SPPO-score-Iter1_gp_8b-table-0.002,23.749108318905765,2024-09-29,yfzp_Llama-3-8B-Instruct-SPPO-score-Iter1_gp_8b-table-0.002,0.4965244850518631,0.3792238463386441,40,6,1.0,True,0.11488673139158578
yfzp/Llama-3-8B-Instruct-SPPO-Iter1_gp_8b-table,24.089793367665113,2024-09-29,yfzp_Llama-3-8B-Instruct-SPPO-Iter1_gp_8b-table,0.5135265185098413,0.3721774193548387,40,6,1.0,True,0.10679611650485432
xukp20/Llama-3-8B-Instruct-SPPO-Iter3_bt_8b-table,24.132871091204738,2024-09-29,xukp20_Llama-3-8B-Instruct-SPPO-Iter3_bt_8b-table,0.5165552621583591,0.40551075268817205,40,6,1.0,True,0.10517799352750812
DreadPoor/Aurora_faustus-8B-LORABLATED_ALT,29.00968134721205,2024-09-29,DreadPoor_Aurora_faustus-8B-LORABLATED_ALT,0.6439236500072554,0.5679100910734148,40,6,1.0,True,0.03398058252427183
DreadPoor/Aurora_faustus-8B-LORABLATED,29.127203730886404,2024-09-29,DreadPoor_Aurora_faustus-8B-LORABLATED,0.647051083477019,0.5816249978286171,40,6,1.0,True,0.036677454153182354
Cran-May/T.E-8.1,35.699515240521414,2024-09-29,Cran-May_T.E-8.1,0.6455583348710843,0.5065130630395887,40,6,1.0,True,0.1893203883495146
Qwen/Qwen2.5-Math-72B-Instruct,36.822863862347894,2024-09-29,Qwen_Qwen2.5-Math-72B-Instruct,0.8286032292329313,0.7717486797991906,40,6,1.0,True,0.004314994606256728
rombodawg/Rombos-LLM-V2.5-Qwen-14b,39.50095591766085,2024-09-29,rombodawg_Rombos-LLM-V2.5-Qwen-14b,0.838807680353567,0.7972595418520578,40,6,1.0,True,0.032362459546925515
LenguajeNaturalAI/leniachat-qwen2-1.5B-v0,8.580803348718375,2024-09-30,LenguajeNaturalAI_leniachat-qwen2-1.5B-v0,0.28277333234703883,0.1619088508300373,40,6,1.0,True,0.031823085221143466
wave-on-discord/qwent-7b,8.797033099146908,2024-09-30,wave-on-discord_qwent-7b,0.2914660245681494,0.12649778389783298,40,6,1.0,True,0.03398058252427186
orai-nlp/Llama-eus-8B,13.943754358263163,2024-09-30,orai-nlp_Llama-eus-8B,0.3970771055591221,0.29909214480518354,40,6,1.0,True,0.0593311758360302
NAPS-ai/naps-llama-3_1-instruct-v0.5.0,16.000822862572466,2024-09-30,NAPS-ai_naps-llama-3_1-instruct-v0.5.0,0.31982689068580805,0.25120967741935485,40,6,1.0,True,0.06472491909385109
yuvraj17/Llama3-8B-SuperNova-Spectrum-Hermes-DPO,18.088167586242665,2024-09-30,yuvraj17_Llama3-8B-SuperNova-Spectrum-Hermes-DPO,0.43642552488408554,0.34885752688172045,40,6,1.0,True,0.002696871628910469
DreadPoor/felix_dies-mistral-7B-model_stock,18.13959245219531,2024-09-30,DreadPoor_felix_dies-mistral-7B-model_stock,0.4852421346988936,0.3486955992769744,40,6,1.0,True,0.06256742179072278
Dans-DiscountModels/Dans-Instruct-Mix-8b-ChatML-V0.2.0,19.08185593143887,2024-09-30,Dans-DiscountModels_Dans-Instruct-Mix-8b-ChatML-V0.2.0,0.40753036398217846,0.29811827956989245,40,6,1.0,True,0.06526429341963325
Jacoby746/Proto-Harpy-Spark-v0.1-7B,19.84999990070571,2024-09-30,Jacoby746_Proto-Harpy-Spark-v0.1-7B,0.48475166911490086,0.39752570917365854,40,6,1.0,True,0.011326860841423925
Jacoby746/Proto-Harpy-Blazing-Light-v0.1-2x7B,22.481213617019815,2024-09-30,Jacoby746_Proto-Harpy-Blazing-Light-v0.1-2x7B,0.5664596627438014,0.479201717185762,40,6,1.0,True,0.05339805825242716
xkp24/Llama-3-8B-Instruct-SPPO-Iter2_gp_2b-table,22.639173242532337,2024-09-30,xkp24_Llama-3-8B-Instruct-SPPO-Iter2_gp_2b-table,0.4619104675977631,0.302942115274376,40,6,1.0,True,0.1186623516720604
yifAI/Llama-3-8B-Instruct-SPPO-score-Iter3_gp_8b-table-0.002,22.73807535003498,2024-09-30,yifAI_Llama-3-8B-Instruct-SPPO-score-Iter3_gp_8b-table-0.002,0.48892839969678514,0.35675039519168966,40,6,1.0,True,0.09007551240560951
xkp24/Llama-3-8B-Instruct-SPPO-Iter2_gp_8b-table,23.073734600438332,2024-09-30,xkp24_Llama-3-8B-Instruct-SPPO-Iter2_gp_8b-table,0.4955680726810903,0.38954784830367073,40,6,1.0,True,0.08683926645091694
yfzp/Llama-3-8B-Instruct-SPPO-score-Iter1_bt_2b-table-0.001,23.246034978048385,2024-09-30,yfzp_Llama-3-8B-Instruct-SPPO-score-Iter1_bt_2b-table-0.001,0.48503388143530507,0.32980959887332184,40,6,1.0,True,0.11218985976267526
yfzp/Llama-3-8B-Instruct-SPPO-Iter1_bt_2b-table,23.61656457033402,2024-09-30,yfzp_Llama-3-8B-Instruct-SPPO-Iter1_bt_2b-table,0.49896997086940076,0.4040994623655914,40,6,1.0,True,0.10409924487594396
yfzp/Llama-3-8B-Instruct-SPPO-Iter1_bt_8b-table,24.978481283429158,2024-09-30,yfzp_Llama-3-8B-Instruct-SPPO-Iter1_bt_8b-table,0.5384740534296094,0.40705645161290327,40,6,1.0,True,0.08576051779935279
lemon07r/Gemma-2-Ataraxy-Advanced-9B,28.34483988750465,2024-09-30,lemon07r_Gemma-2-Ataraxy-Advanced-9B,0.583050920206807,0.27469931868743047,40,6,1.0,True,0.10409924487594391
DreadPoor/Promissum_Mane-8B-LINEAR-lorablated,28.82332716689665,2024-09-30,DreadPoor_Promissum_Mane-8B-LINEAR-lorablated,0.6654283230385449,0.5770161290322581,40,6,1.0,True,0.017259978425027023
DreadPoor/Promissum_Mane-8B-LINEAR,29.099649072440133,2024-09-30,DreadPoor_Promissum_Mane-8B-LINEAR,0.6770868383852429,0.6103494623655914,40,6,1.0,True,0.032362459546925626
tanliboy/lambda-qwen2.5-32b-dpo-test,45.924592588188716,2024-09-30,tanliboy_lambda-qwen2.5-32b-dpo-test,0.7077641683390059,0.48508064516129035,40,6,1.0,True,0.17799352750809072
OpenLeecher/llama3-8b-lima,15.025432287041793,2024-10-01,OpenLeecher_llama3-8b-lima,0.3427757886771591,0.2577409800753904,40,6,1.0,True,0.029126213592232997
nbeerbower/Hermes2-Gutenberg2-Mistral-7B,19.363860758860653,2024-10-01,nbeerbower_Hermes2-Gutenberg2-Mistral-7B,0.524107381151041,0.39855974230626623,40,6,1.0,True,0.09061488673139156
Locutusque/Hercules-6.1-Llama-3.1-8B,22.723248561634563,2024-10-01,Locutusque_Hercules-6.1-Llama-3.1-8B,0.5000482521294154,0.3518817204301075,40,6,1.0,True,0.06472491909385109
xkp24/Llama-3-8B-Instruct-SPPO-score-Iter2_gp_8b-table-0.002,23.12157632033239,2024-10-01,xkp24_Llama-3-8B-Instruct-SPPO-score-Iter2_gp_8b-table-0.002,0.4921227540179195,0.38954784830367073,40,6,1.0,True,0.09762675296655876
nbeerbower/Mistral-Small-Drummer-22B,29.819408797614738,2024-10-01,nbeerbower_Mistral-Small-Drummer-22B,0.7364914318072705,0.6996053511560443,40,6,1.0,True,0.06580366774541535
nbeerbower/Gemma2-Gutenberg-Doppel-9B,32.54244427540016,2024-10-01,nbeerbower_Gemma2-Gutenberg-Doppel-9B,0.6637677482474694,0.47518011621241335,40,6,1.0,True,0.09385113268608414
Marsouuu/MistralBase-4x7B-MoE-ECE-PRYMMAL-Martial,6.761759514131008,2024-10-03,Marsouuu_MistralBase-4x7B-MoE-ECE-PRYMMAL-Martial,0.23655827556050882,0.13986540907656025,40,6,1.0,True,0.08899676375404532
sequelbox/Llama3.1-8B-PlumCode,9.823999899420983,2024-10-03,sequelbox_Llama3.1-8B-PlumCode,0.2719957927443839,0.13400957661290322,40,6,1.0,True,0.005933117583603015
sequelbox/Llama3.1-8B-PlumMath,13.936685074512217,2024-10-03,sequelbox_Llama3.1-8B-PlumMath,0.37788919038977375,0.2504860724879496,40,6,1.0,True,0.0366774541531823
Joseph717171/Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,30.245028049214653,2024-10-03,Joseph717171_Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,0.6640636531727948,0.5487429609288098,40,6,1.0,True,0.05663430420711968
nisten/franqwenstein-35b,36.57133162829882,2024-10-03,nisten_franqwenstein-35b,0.8823692579229645,0.8978748675456425,40,6,1.0,True,0.05555555555555558
nlpguy/Mistral-NeMo-Minitron-Upscale-v3,5.202259190321894,2024-10-04,nlpguy_Mistral-NeMo-Minitron-Upscale-v3,0.18709497861431176,0.061634703910226345,40,6,1.0,True,0.024811218985976262
meditsolutions/Llama-3.2-SUN-2.4B-checkpoint-34800,8.193102548827737,2024-10-05,meditsolutions_Llama-3.2-SUN-2.4B-checkpoint-34800,0.227186550300759,0.11039310716208939,40,6,1.0,True,0.01995685005393741
NotASI/FineTome-Llama3.2-3B-1002,16.7624003049829,2024-10-05,NotASI_FineTome-Llama3.2-3B-1002,0.3868191553541361,0.2877885150166852,40,6,1.0,True,0.022653721682847905
EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K,20.62716790652169,2024-10-05,EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K,0.5144041455977009,0.46169354838709675,40,6,1.0,True,0.030744336569579256
HumanLLMs/Humanish-LLama3-8B-Instruct,22.678203747779094,2024-10-05,HumanLLMs_Humanish-LLama3-8B-Instruct,0.493354803490221,0.3617041881633575,40,6,1.0,True,0.07820927723840343
EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code,23.934713958118284,2024-10-05,EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code,0.5261997798442355,0.4538978494623656,40,6,1.0,True,0.0738942826321467
HumanLLMs/Humanish-Qwen2.5-7B-Instruct,34.99870743015318,2024-10-05,HumanLLMs_Humanish-Qwen2.5-7B-Instruct,0.6704122872587593,0.5705249756674082,40,6,1.0,True,0.12189859762675304
Marsouuu/MiniMathExpert-2_61B-ECE-PRYMMAL-Martial,12.494620122547147,2024-10-06,Marsouuu_MiniMathExpert-2_61B-ECE-PRYMMAL-Martial,0.3639087067512937,0.25311799729011414,40,6,1.0,True,0.04584681769147786
Delta-Vector/Tor-8B,18.406879108800087,2024-10-06,Delta-Vector_Tor-8B,0.5403224667411526,0.42558866190699535,40,6,1.0,True,0.1521035598705502
Delta-Vector/Darkens-8B,18.937415404374313,2024-10-06,Delta-Vector_Darkens-8B,0.542522759696273,0.3791554091694056,40,6,1.0,True,0.14401294498381878
HumanLLMs/Humanish-Mistral-Nemo-Instruct-2407,23.888067848972184,2024-10-06,HumanLLMs_Humanish-Mistral-Nemo-Instruct-2407,0.5619064409693831,0.4386821584167594,40,6,1.0,True,0.011866235167205974
Delta-Vector/Baldur-8B,24.191735720120548,2024-10-06,Delta-Vector_Baldur-8B,0.6353887711584417,0.5477950037078234,40,6,1.0,True,0.07928802588996764
Delta-Vector/Odin-9B,24.977112692219293,2024-10-06,Delta-Vector_Odin-9B,0.647412305050996,0.5008750673128702,40,6,1.0,True,0.07659115426105723
NotASI/FineTome-v1.5-Llama3.2-1B-1007,9.242570192951709,2024-10-07,NotASI_FineTome-v1.5-Llama3.2-1B-1007,0.19229063008871072,0.10336823302555104,40,6,1.0,True,0.11542610571736786
LilRg/ECE-1B-merge-PRYMMAL,14.497652546900952,2024-10-07,LilRg_ECE-1B-merge-PRYMMAL,0.4531228813105629,0.3129032258064516,40,6,1.0,True,0.11165048543689321
Marsouuu/MiniQwenMathExpert-ECE-PRYMMAL-Martial,15.081989145779028,2024-10-07,Marsouuu_MiniQwenMathExpert-ECE-PRYMMAL-Martial,0.4592493978296578,0.3056451612903226,40,6,1.0,True,0.10463861920172601
princeton-nlp/Llama-3-Base-8B-SFT-RRHF,16.28272427355282,2024-10-07,princeton-nlp_Llama-3-Base-8B-SFT-RRHF,0.4090765091167383,0.2777287769034343,40,6,1.0,True,0.013484358144552289
princeton-nlp/Mistral-7B-Base-SFT-DPO,16.311853642274055,2024-10-07,princeton-nlp_Mistral-7B-Base-SFT-DPO,0.38227053382288284,0.262415641773933,40,6,1.0,True,0.01186623516720603
princeton-nlp/Mistral-7B-Base-SFT-RDPO,16.4909336267166,2024-10-07,princeton-nlp_Mistral-7B-Base-SFT-RDPO,0.37179879515297165,0.24364349366824745,40,6,1.0,True,0.033441208198489725
princeton-nlp/Mistral-7B-Instruct-DPO,16.56219551319486,2024-10-07,princeton-nlp_Mistral-7B-Instruct-DPO,0.3528814700705939,0.251008064516129,40,6,1.0,True,0.05555555555555558
princeton-nlp/Mistral-7B-Instruct-KTO,16.702591779643708,2024-10-07,princeton-nlp_Mistral-7B-Instruct-KTO,0.35719702116308405,0.26026347560234164,40,6,1.0,True,0.05285868392664511
amazon/MegaBeam-Mistral-7B-300k,17.022470504123003,2024-10-07,amazon_MegaBeam-Mistral-7B-300k,0.37253657535402523,0.2732488882519499,40,6,1.0,True,0.04530744336569581
NotASI/FineTome-v1.5-Llama3.2-3B-1007,17.113696212626593,2024-10-07,NotASI_FineTome-v1.5-Llama3.2-3B-1007,0.3875223990782405,0.2860823368557657,40,6,1.0,True,0.030204962243797207
princeton-nlp/Mistral-7B-Base-SFT-CPO,17.3989699937128,2024-10-07,princeton-nlp_Mistral-7B-Base-SFT-CPO,0.3965356709496446,0.293597026073966,40,6,1.0,True,0.028047464940668843
princeton-nlp/Mistral-7B-Instruct-IPO,17.71968449150264,2024-10-07,princeton-nlp_Mistral-7B-Instruct-IPO,0.3744317827628362,0.2907744454288047,40,6,1.0,True,0.05987055016181231
princeton-nlp/Llama-3-Base-8B-SFT-DPO,18.376219112296344,2024-10-07,princeton-nlp_Llama-3-Base-8B-SFT-DPO,0.42984427038314577,0.3136864436222141,40,6,1.0,True,0.01941747572815533
princeton-nlp/Llama-3-Base-8B-SFT-KTO,18.6446163938307,2024-10-07,princeton-nlp_Llama-3-Base-8B-SFT-KTO,0.41649147839372924,0.29553639672034326,40,6,1.0,True,0.04261057173678534
princeton-nlp/Llama-3-Base-8B-SFT-IPO,18.722473272112868,2024-10-07,princeton-nlp_Llama-3-Base-8B-SFT-IPO,0.4267442457557326,0.28475258968298106,40,6,1.0,True,0.034519956850053934
princeton-nlp/Mistral-7B-Base-SFT-SLiC-HF,19.005885681302413,2024-10-07,princeton-nlp_Mistral-7B-Base-SFT-SLiC-HF,0.4073911400810405,0.2954530156165859,40,6,1.0,True,0.06202804746494067
princeton-nlp/Llama-3-Base-8B-SFT-RDPO,19.142302231808696,2024-10-07,princeton-nlp_Llama-3-Base-8B-SFT-RDPO,0.4413058391940082,0.3370967741935484,40,6,1.0,True,0.025350593311758374
princeton-nlp/Llama-3-Base-8B-SFT-ORPO,19.268325889820545,2024-10-07,princeton-nlp_Llama-3-Base-8B-SFT-ORPO,0.4575374150100139,0.3601498037069849,40,6,1.0,True,0.009708737864077666
princeton-nlp/Llama-3-Base-8B-SFT-SLiC-HF,19.743113491063596,2024-10-07,princeton-nlp_Llama-3-Base-8B-SFT-SLiC-HF,0.44914092590500243,0.34450292702416313,40,6,1.0,True,0.03236245954692557
netcat420/MFANN-llama3.1-abliterated-v2,19.77111132997354,2024-10-07,netcat420_MFANN-llama3.1-abliterated-v2,0.5155529272618922,0.43717217616706594,40,6,1.0,True,0.06418554476806904
princeton-nlp/Llama-3-Instruct-8B-RRHF-v0.2,23.753750599972534,2024-10-07,princeton-nlp_Llama-3-Instruct-8B-RRHF-v0.2,0.4932509804308608,0.3852822580645161,40,6,1.0,True,0.12297734627831708
flammenai/Mahou-1.5-mistral-nemo-12B,26.88532589921436,2024-10-07,flammenai_Mahou-1.5-mistral-nemo-12B,0.6015129722065234,0.45409262250942384,40,6,1.0,True,0.03613807982740025
zelk12/recoilme-gemma-2-psy10k-mental_healt-9B-v0.1,32.586530614782504,2024-10-07,zelk12_recoilme-gemma-2-psy10k-mental_healt-9B-v0.1,0.7577223131083242,0.7281124602636928,40,6,1.0,True,0.01941747572815533
zelk12/recoilme-gemma-2-Gutenberg-Doppel-9B-v0.1,33.904825121052134,2024-10-07,zelk12_recoilme-gemma-2-Gutenberg-Doppel-9B-v0.1,0.7061417390364256,0.5592168381535039,40,6,1.0,True,0.04207119741100318
zelk12/recoilme-gemma-2-Ifable-9B-v0.1,34.40699088269145,2024-10-07,zelk12_recoilme-gemma-2-Ifable-9B-v0.1,0.7171554442344318,0.5829666667827234,40,6,1.0,True,0.044768069039913705
rombodawg/Rombos-LLM-V2.5-Qwen-32b,45.83301184834238,2024-10-07,rombodawg_Rombos-LLM-V2.5-Qwen-32b,0.9408183251230724,0.9288978494623655,40,6,1.0,True,0.0010787486515640987
RLHFlow/ArmoRM-Llama3-8B-v0.1,4.705487409302649,2024-10-08,RLHFlow_ArmoRM-Llama3-8B-v0.1,0.16265294811746342,0.05479256779057447,40,6,1.0,True,0.018338727076591156
