leaderboard_row,leaderboard_model,epoch_row,epoch_model,method,confidence,parameter_difference,date_difference,accepted,c2_open_weights,c2_matched
804,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_2ep_0alp_0lam,,,unmatched,0.0,,,False,,False
805,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
806,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_1e-7-1ep_1alp_0lam,,,unmatched,0.0,,,False,,False
807,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_1e-7-2ep_1alp_0lam,,,unmatched,0.0,,,False,,False
808,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_1e-7-3ep_1alp_0lam,,,unmatched,0.0,,,False,,False
809,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_3e-7-3ep_1alp_0lam,,,unmatched,0.0,,,False,,False
810,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-1ep_1alp_0lam,,,unmatched,0.0,,,False,,False
811,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-2ep_1alp_0lam,,,unmatched,0.0,,,False,,False
812,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-3ep_1alp_0lam,,,unmatched,0.0,,,False,,False
813,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-1ep_1alp_0lam,,,unmatched,0.0,,,False,,False
814,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-2ep_1alp_0lam,,,unmatched,0.0,,,False,,False
815,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-3ep_1alp_0lam,,,unmatched,0.0,,,False,,False
816,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_0.5_1e-7-1ep_0alp_0lam,,,unmatched,0.0,,,False,,False
817,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_0.5_1e-7-2ep_0alp_0lam,,,unmatched,0.0,,,False,,False
818,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_0.5_1e-7-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
819,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
820,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_1ep_0alp_0lam,,,unmatched,0.0,,,False,,False
821,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_2ep_0alp_0lam,,,unmatched,0.0,,,False,,False
822,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
823,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6_1ep_0alp_0lam,,,unmatched,0.0,,,False,,False
824,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6_2ep_0alp_0lam,,,unmatched,0.0,,,False,,False
825,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-1ep_0alp_0lam,,,unmatched,0.0,,,False,,False
826,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-2ep_0alp_0lam,,,unmatched,0.0,,,False,,False
827,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
828,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-1ep_0alp_0lam,,,unmatched,0.0,,,False,,False
829,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-2ep_0alp_0lam,,,unmatched,0.0,,,False,,False
830,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
831,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
832,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7_1ep_0alp_0lam,,,unmatched,0.0,,,False,,False
833,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7_2ep_0alp_0lam,,,unmatched,0.0,,,False,,False
834,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_7e-7-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
835,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_7e-7_1ep_0alp_0lam,,,unmatched,0.0,,,False,,False
836,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_7e-7_2ep_0alp_0lam,,,unmatched,0.0,,,False,,False
837,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-3ep,,,unmatched,0.0,,,False,,False
838,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep,,,unmatched,0.0,,,False,,False
839,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
840,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_1ep,,,unmatched,0.0,,,False,,False
841,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_2ep,,,unmatched,0.0,,,False,,False
842,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
843,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_1ep,,,unmatched,0.0,,,False,,False
844,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_2ep,,,unmatched,0.0,,,False,,False
845,JayHyeon/Qwen2.5-0.5B-SFT-5e-5,,,unmatched,0.0,,,False,,False
846,JayHyeon/Qwen2.5-0.5B-SFT-5e-5-2ep,,,unmatched,0.0,,,False,,False
847,JayHyeon/Qwen2.5-0.5B-SFT-5e-5-3ep,,,unmatched,0.0,,,False,,False
848,JayHyeon/Qwen2.5-0.5B-SFT-5e-5-5ep,,,unmatched,0.0,,,False,,False
849,JayHyeon/Qwen2.5-0.5B-SFT-7e-5,,,unmatched,0.0,,,False,,False
850,JayHyeon/Qwen2.5-0.5B-SFT-7e-5-2ep,,,unmatched,0.0,,,False,,False
851,JayHyeon/Qwen2.5-0.5B-SFT-7e-5-3ep,,,unmatched,0.0,,,False,,False
852,JayHyeon/Qwen2.5-0.5B-SFT-7e-5-5ep,,,unmatched,0.0,,,False,,False
853,JayHyeon/Qwen2.5-0.5B-SFT-DPO-1epoch_v1,,,unmatched,0.0,,,False,,False
854,JayHyeon/Qwen2.5-0.5B-SFT-MDPO-1epoch_v1,,,unmatched,0.0,,,False,,False
855,JayHyeon/Qwen_0.5-DPOP_1e-6-3ep_0alp_5lam,,,unmatched,0.0,,,False,,False
856,JayHyeon/Qwen_0.5-DPOP_1e-7-3ep_0alp_5lam,,,unmatched,0.0,,,False,,False
857,JayHyeon/Qwen_0.5-DPOP_3e-6-1ep_0alp_5lam,,,unmatched,0.0,,,False,,False
858,JayHyeon/Qwen_0.5-DPOP_3e-6-2ep_0alp_5lam,,,unmatched,0.0,,,False,,False
859,JayHyeon/Qwen_0.5-DPOP_3e-6-3ep_0alp_5lam,,,unmatched,0.0,,,False,,False
860,JayHyeon/Qwen_0.5-DPOP_3e-7-1ep_0alp_5lam,,,unmatched,0.0,,,False,,False
861,JayHyeon/Qwen_0.5-DPOP_3e-7-2ep_0alp_5lam,,,unmatched,0.0,,,False,,False
862,JayHyeon/Qwen_0.5-DPOP_3e-7-3ep_0alp_5lam,,,unmatched,0.0,,,False,,False
863,JayHyeon/Qwen_0.5-DPOP_5e-7-1ep_0alp_5lam,,,unmatched,0.0,,,False,,False
864,JayHyeon/Qwen_0.5-DPOP_5e-7-2ep_0alp_5lam,,,unmatched,0.0,,,False,,False
865,JayHyeon/Qwen_0.5-DPOP_5e-7-3ep_0alp_5lam,,,unmatched,0.0,,,False,,False
866,JayHyeon/Qwen_0.5-DPO_1e-6-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
867,JayHyeon/Qwen_0.5-DPO_1e-7-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
868,JayHyeon/Qwen_0.5-DPO_3e-6-1ep_0alp_0lam,,,unmatched,0.0,,,False,,False
869,JayHyeon/Qwen_0.5-DPO_3e-6-2ep_0alp_0lam,,,unmatched,0.0,,,False,,False
870,JayHyeon/Qwen_0.5-DPO_3e-6-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
871,JayHyeon/Qwen_0.5-DPO_3e-7-1ep_0alp_0lam,,,unmatched,0.0,,,False,,False
872,JayHyeon/Qwen_0.5-DPO_3e-7-2ep_0alp_0lam,,,unmatched,0.0,,,False,,False
873,JayHyeon/Qwen_0.5-DPO_3e-7-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
874,JayHyeon/Qwen_0.5-DPO_5e-7-1ep_0alp_0lam,,,unmatched,0.0,,,False,,False
875,JayHyeon/Qwen_0.5-DPO_5e-7-2ep_0alp_0lam,,,unmatched,0.0,,,False,,False
876,JayHyeon/Qwen_0.5-DPO_5e-7-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
877,JayHyeon/Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,,,unmatched,0.0,,,False,,False
878,JayHyeon/Qwen_0.5-IPO_5e-7-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
879,JayHyeon/Qwen_0.5-IRPO_1e-6-3ep_1alp_0lam,,,unmatched,0.0,,,False,,False
880,JayHyeon/Qwen_0.5-IRPO_1e-7-3ep_1alp_0lam,,,unmatched,0.0,,,False,,False
881,JayHyeon/Qwen_0.5-IRPO_3e-6-1ep_1alp_0lam,,,unmatched,0.0,,,False,,False
882,JayHyeon/Qwen_0.5-IRPO_3e-6-2ep_1alp_0lam,,,unmatched,0.0,,,False,,False
883,JayHyeon/Qwen_0.5-IRPO_3e-6-3ep_1alp_0lam,,,unmatched,0.0,,,False,,False
884,JayHyeon/Qwen_0.5-IRPO_3e-7-1ep_1alp_0lam,,,unmatched,0.0,,,False,,False
885,JayHyeon/Qwen_0.5-IRPO_3e-7-3ep_1alp_0lam,,,unmatched,0.0,,,False,,False
886,JayHyeon/Qwen_0.5-IRPO_5e-7-1ep_1alp_0lam,,,unmatched,0.0,,,False,,False
887,JayHyeon/Qwen_0.5-IRPO_5e-7-2ep_1alp_0lam,,,unmatched,0.0,,,False,,False
888,JayHyeon/Qwen_0.5-IRPO_5e-7-3ep_1alp_0lam,,,unmatched,0.0,,,False,,False
889,JayHyeon/Qwen_0.5-MDPO_0.1_3e-6-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
890,JayHyeon/Qwen_0.5-MDPO_0.1_5e-7-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
891,JayHyeon/Qwen_0.5-MDPO_0.3_3e-6-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
892,JayHyeon/Qwen_0.5-MDPO_0.3_5e-7-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
893,JayHyeon/Qwen_0.5-MDPO_0.5_1e-5-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
894,JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,,,unmatched,0.0,,,False,,False
895,JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-2ep_0alp_0lam,,,unmatched,0.0,,,False,,False
896,JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
897,JayHyeon/Qwen_0.5-MDPO_0.5_4e-6-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
898,JayHyeon/Qwen_0.5-MDPO_0.5_6e-6-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
899,JayHyeon/Qwen_0.5-MDPO_0.5_7e-6-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
900,JayHyeon/Qwen_0.5-MDPO_0.5_7e-7-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
901,JayHyeon/Qwen_0.5-MDPO_0.7_3e-6-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
902,JayHyeon/Qwen_0.5-MDPO_0.7_5e-7-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
903,JayHyeon/Qwen_0.5-MDPO_0.9_5e-7-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
904,JayHyeon/Qwen_0.5-VDPO_3e-6-1ep_3vpo_const,,,unmatched,0.0,,,False,,False
905,JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_0alp_0lam,,,unmatched,0.0,,,False,,False
906,JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_10vpo_const,,,unmatched,0.0,,,False,,False
907,JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_1vpo_const,,,unmatched,0.0,,,False,,False
908,JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_3vpo_const,,,unmatched,0.0,,,False,,False
909,JayHyeon/Qwen_0.5-VDPO_5e-7-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
910,JayHyeon/Qwen_0.5-VDPO_5e-7-3ep_1vpo_const,,,unmatched,0.0,,,False,,False
911,JayHyeon/Qwen_0.5-VDPO_5e-7-3ep_3vpo_const,,,unmatched,0.0,,,False,,False
912,JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_0alp_0lam,,,unmatched,0.0,,,False,,False
913,JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_10vpo_const,,,unmatched,0.0,,,False,,False
914,JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_1vpo_const,,,unmatched,0.0,,,False,,False
915,JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_30vpo_const,,,unmatched,0.0,,,False,,False
916,JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,,,unmatched,0.0,,,False,,False
917,JayHyeon/Qwen_0.5-VIPO_5e-7-3ep_0alp_0lam,,,unmatched,0.0,,,False,,False
918,JayHyeon/Qwen_0.5-VIPO_5e-7-3ep_10vpo_const,,,unmatched,0.0,,,False,,False
919,JayHyeon/Qwen_0.5-VIPO_5e-7-3ep_1vpo_const,,,unmatched,0.0,,,False,,False
920,JayHyeon/Qwen_0.5-VIPO_5e-7-3ep_30vpo_const,,,unmatched,0.0,,,False,,False
921,JayHyeon/Qwen_0.5-VIPO_5e-7-3ep_3vpo_const,,,unmatched,0.0,,,False,,False
922,JayHyeon/Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.1,,,unmatched,0.0,,,False,,False
923,JayHyeon/Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.3,,,unmatched,0.0,,,False,,False
924,JayHyeon/Qwen_0.5-rDPO_3e-6-1ep_0vpo_const_0.1,,,unmatched,0.0,,,False,,False
925,JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.1,,,unmatched,0.0,,,False,,False
926,JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3,,,unmatched,0.0,,,False,,False
927,Jimmy19991222/Llama-3-Instruct-8B-SimPO-v0.2,,,unmatched,0.0,,,False,Yes,True
928,Jimmy19991222/llama-3-8b-instruct-gapo-v2-bert-f1-beta10-gamma0.3-lr1.0e-6-1minus-rerun,,,unmatched,0.0,,,False,,False
929,Jimmy19991222/llama-3-8b-instruct-gapo-v2-bert_f1-beta10-gamma0.3-lr1.0e-6-scale-log,,,unmatched,0.0,,,False,,False
930,Jimmy19991222/llama-3-8b-instruct-gapo-v2-bert_p-beta10-gamma0.3-lr1.0e-6-scale-log,,,unmatched,0.0,,,False,,False
931,Jimmy19991222/llama-3-8b-instruct-gapo-v2-bleu-beta0.1-no-length-scale-gamma0.4,,,unmatched,0.0,,,False,,False
932,Jimmy19991222/llama-3-8b-instruct-gapo-v2-rouge2-beta10-1minus-gamma0.3-rerun,,,unmatched,0.0,,,False,,False
933,Jimmy19991222/llama-3-8b-instruct-gapo-v2-rouge2-beta10-gamma0.3-lr1.0e-6-scale-log,,,unmatched,0.0,,,False,,False
934,Jimmy19991222/llama-3-8b-instruct-gapo-v2-rougeL-beta10-gamma0.3-lr1.0e-6-scale-log,,,unmatched,0.0,,,False,,False
935,Joseph717171/Hermes-3-Llama-3.1-8B_TIES_with_Base_Embeds_Initialized_to_Special_Instruct_Toks_dtypeF32,,,unmatched,0.0,,,False,,False
936,Joseph717171/Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,,,unmatched,0.0,,,False,,False
937,Josephgflowers/Cinder-Phi-2-V1-F16-gguf,,,unmatched,0.0,,,False,,False
938,Josephgflowers/Differential-Attention-Liquid-Metal-Tinyllama,,,unmatched,0.0,,,False,,False
939,Josephgflowers/TinyLlama-Cinder-Agent-v1,,,unmatched,0.0,,,False,,False
940,Josephgflowers/TinyLlama-v1.1-Cinders-World,,,unmatched,0.0,,,False,,False
941,Josephgflowers/TinyLlama_v1.1_math_code-world-test-1,,,unmatched,0.0,,,False,,False
942,Josephgflowers/Tinyllama-STEM-Cinder-Agent-v1,,,unmatched,0.0,,,False,,False
943,Josephgflowers/Tinyllama-r1,,,unmatched,0.0,,,False,,False
944,JungZoona/T3Q-Qwen2.5-14B-Instruct-1M-e3,,,unmatched,0.0,,,False,,False
945,JungZoona/T3Q-qwen2.5-14b-v1.0-e3,,,unmatched,0.0,,,False,,False
946,Junhoee/Qwen-Megumin,,,unmatched,0.0,,,False,,False
947,KSU-HW-SEC/Llama3-70b-SVA-FT-1415,,,unmatched,0.0,,,False,,False
948,KSU-HW-SEC/Llama3-70b-SVA-FT-500,,,unmatched,0.0,,,False,,False
949,KSU-HW-SEC/Llama3-70b-SVA-FT-final,,,unmatched,0.0,,,False,,False
950,KSU-HW-SEC/Llama3.1-70b-SVA-FT-1000step,,,unmatched,0.0,,,False,,False
951,Khetterman/DarkAtom-12B-v3,,,unmatched,0.0,,,False,,False
952,Khetterman/Kosmos-8B-v1,,,unmatched,0.0,,,False,,False
953,Kimargin/GPT-NEO-1.3B-wiki,,,unmatched,0.0,,,False,Yes,True
954,KingNish/Qwen2.5-0.5b-Test-ft,,,unmatched,0.0,,,False,,False
955,KingNish/Reasoning-0.5b,,,unmatched,0.0,,,False,,False
956,KingNish/Reasoning-Llama-3b-v0.1,,,unmatched,0.0,,,False,,False
957,KingNish/qwen-1b-continued,,,unmatched,0.0,,,False,,False
958,KingNish/qwen-1b-continued-v2,,,unmatched,0.0,,,False,,False
959,KingNish/qwen-1b-continued-v2.1,,,unmatched,0.0,,,False,,False
960,KingNish/qwen-1b-continued-v2.2,,,unmatched,0.0,,,False,,False
961,Kquant03/CognitiveFusion2-4x7B-BF16,,,unmatched,0.0,,,False,,False
962,Kquant03/L3-Pneuma-8B,,,unmatched,0.0,,,False,,False
963,Krystalan/DRT-o1-14B,,,unmatched,0.0,,,False,,False
964,Krystalan/DRT-o1-7B,,,unmatched,0.0,,,False,,False
965,Kukedlc/NeuralExperiment-7b-MagicCoder-v7.5,,,unmatched,0.0,,,False,,False
966,Kukedlc/NeuralLLaMa-3-8b-DT-v0.1,,,unmatched,0.0,,,False,,False
967,Kukedlc/NeuralLLaMa-3-8b-ORPO-v0.3,,,unmatched,0.0,,,False,,False
968,Kukedlc/NeuralSynthesis-7B-v0.1,,,unmatched,0.0,,,False,,False
969,Kukedlc/NeuralSynthesis-7B-v0.3,,,unmatched,0.0,,,False,,False
970,Kukedlc/NeuralSynthesis-7b-v0.4-slerp,,,unmatched,0.0,,,False,,False
971,Kukedlc/Qwen-2.5-7b-Spanish-o1-CoT,,,unmatched,0.0,,,False,,False
972,Kumar955/Hemanth-llm,,,unmatched,0.0,,,False,,False
973,L-RAGE/3_PRYMMAL-ECE-7B-SLERP-V1,,,unmatched,0.0,,,False,,False
974,LEESM/llama-2-7b-hf-lora-oki100p,,,unmatched,0.0,,,False,,False
975,LEESM/llama-2-7b-hf-lora-oki10p,,,unmatched,0.0,,,False,,False
976,LEESM/llama-3-8b-bnb-4b-kowiki231101,,,unmatched,0.0,,,False,,False
977,LEESM/llama-3-Korean-Bllossom-8B-trexlab-oki10p,,,unmatched,0.0,,,False,,False
978,LGAI-EXAONE/EXAONE-3.0-7.8B-Instruct,,,unmatched,0.0,,,False,,False
979,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,,,unmatched,0.0,,,False,,False
980,LGAI-EXAONE/EXAONE-3.5-32B-Instruct,,,unmatched,0.0,,,False,,False
981,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,,,unmatched,0.0,,,False,,False
982,LLM360/K2,,,unmatched,0.0,,,False,Yes,True
983,LLM360/K2-Chat,,,unmatched,0.0,,,False,,False
984,LLM4Binary/llm4decompile-1.3b-v2,,,unmatched,0.0,,,False,,False
985,Lambent/qwen2.5-reinstruct-alternate-lumen-14B,,,unmatched,0.0,,,False,,False
986,Langboat/Mengzi3-8B-Chat,,,unmatched,0.0,,,False,,False
987,Lawnakk/BBA100,,,unmatched,0.0,,,False,,False
988,Lawnakk/BBALAW1,,,unmatched,0.0,,,False,,False
989,Lawnakk/BBALAW1.0,,,unmatched,0.0,,,False,,False
990,Lawnakk/BBALAW1.2,,,unmatched,0.0,,,False,,False
991,Lawnakk/BBALAW1.3,,,unmatched,0.0,,,False,,False
992,Lawnakk/BBALAW1.6,,,unmatched,0.0,,,False,,False
993,Lawnakk/BBALAW1.61,,,unmatched,0.0,,,False,,False
994,Lawnakk/BBALAW1.62,,,unmatched,0.0,,,False,,False
995,Lawnakk/BBALAW1.63,,,unmatched,0.0,,,False,,False
996,Lawnakk/BBALAW1.64,,,unmatched,0.0,,,False,,False
997,LenguajeNaturalAI/leniachat-gemma-2b-v0,,,unmatched,0.0,,,False,,False
998,LenguajeNaturalAI/leniachat-qwen2-1.5B-v0,,,unmatched,0.0,,,False,,False
999,LeroyDyer/CheckPoint_A,,,unmatched,0.0,,,False,,False
1000,LeroyDyer/CheckPoint_B,,,unmatched,0.0,,,False,,False
1001,LeroyDyer/CheckPoint_C,,,unmatched,0.0,,,False,,False
1002,LeroyDyer/CheckPoint_R1,,,unmatched,0.0,,,False,,False
1003,LeroyDyer/LCARS_AI_001,,,unmatched,0.0,,,False,,False
1004,LeroyDyer/LCARS_AI_1x4_003_SuperAI,,,unmatched,0.0,,,False,,False
1005,LeroyDyer/LCARS_AI_StarTrek_Computer,,,unmatched,0.0,,,False,,False
1006,LeroyDyer/LCARS_TOP_SCORE,,,unmatched,0.0,,,False,,False
1007,LeroyDyer/Mixtral_AI_SwahiliTron_7b,,,unmatched,0.0,,,False,,False
1008,LeroyDyer/SpydazWebAI_Human_AGI,,,unmatched,0.0,,,False,,False
1009,LeroyDyer/SpydazWebAI_Human_AGI_001,,,unmatched,0.0,,,False,,False
1010,LeroyDyer/SpydazWeb_AI_CyberTron_Ultra_7b,,,unmatched,0.0,,,False,,False
1011,LeroyDyer/SpydazWeb_AI_HumanAGI_001_M2,,,unmatched,0.0,,,False,,False
1012,LeroyDyer/SpydazWeb_AI_HumanAGI_002,,,unmatched,0.0,,,False,,False
1013,LeroyDyer/SpydazWeb_AI_HumanAI_001,,,unmatched,0.0,,,False,,False
1014,LeroyDyer/SpydazWeb_AI_HumanAI_006,,,unmatched,0.0,,,False,,False
1015,LeroyDyer/SpydazWeb_AI_HumanAI_007,,,unmatched,0.0,,,False,,False
1016,LeroyDyer/SpydazWeb_AI_HumanAI_009_CHAT,,,unmatched,0.0,,,False,,False
1017,LeroyDyer/SpydazWeb_AI_HumanAI_010_CHAT,,,unmatched,0.0,,,False,,False
1018,LeroyDyer/SpydazWeb_AI_HumanAI_011_INSTRUCT,,,unmatched,0.0,,,False,,False
1019,LeroyDyer/SpydazWeb_AI_HumanAI_011_INSTRUCT_ML,,,unmatched,0.0,,,False,,False
1020,LeroyDyer/SpydazWeb_AI_HumanAI_011_INSTRUCT_ML_r1,,,unmatched,0.0,,,False,,False
1021,LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_IA,,,unmatched,0.0,,,False,,False
1022,LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_IA,,,unmatched,0.0,,,False,,False
1023,LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_MX,,,unmatched,0.0,,,False,,False
1024,LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_XA,,,unmatched,0.0,,,False,,False
1025,LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_XA,,,unmatched,0.0,,,False,,False
1026,LeroyDyer/SpydazWeb_AI_HumanAI_RP,,,unmatched,0.0,,,False,,False
1027,LeroyDyer/SpydazWeb_AI_HumanAI_TextVision,,,unmatched,0.0,,,False,,False
1028,LeroyDyer/SpydazWeb_HumanAI_M1,,,unmatched,0.0,,,False,,False
1029,LeroyDyer/SpydazWeb_HumanAI_M2,,,unmatched,0.0,,,False,,False
1030,LeroyDyer/SpydazWeb_HumanAI_M3,,,unmatched,0.0,,,False,,False
1031,LeroyDyer/_Spydaz_Web_AI_12,,,unmatched,0.0,,,False,,False
1032,LeroyDyer/_Spydaz_Web_AI_14,,,unmatched,0.0,,,False,,False
1033,LeroyDyer/_Spydaz_Web_AI_AGI_R1_001,,,unmatched,0.0,,,False,,False
1034,LeroyDyer/_Spydaz_Web_AI_AGI_R1_002,,,unmatched,0.0,,,False,,False
1035,LeroyDyer/_Spydaz_Web_AI_AGI_R1_MUSR,,,unmatched,0.0,,,False,,False
1036,LeroyDyer/_Spydaz_Web_AI_AGI_R1_MasterCoder,,,unmatched,0.0,,,False,,False
1037,LeroyDyer/_Spydaz_Web_AI_AGI_R1_Math_001,,,unmatched,0.0,,,False,,False
1038,LeroyDyer/_Spydaz_Web_AI_AGI_R1_Math_003,,,unmatched,0.0,,,False,,False
1039,LeroyDyer/_Spydaz_Web_AI_AGI_R1_Math_AdvancedStudent,,,unmatched,0.0,,,False,,False
1040,LeroyDyer/_Spydaz_Web_AI_AGI_R1_Math_Student,,,unmatched,0.0,,,False,,False
1041,LeroyDyer/_Spydaz_Web_AI_AGI_R1_Math_Teacher,,,unmatched,0.0,,,False,,False
1042,LeroyDyer/_Spydaz_Web_AI_AGI_R1_OmG_001,,,unmatched,0.0,,,False,,False
1043,LeroyDyer/_Spydaz_Web_AI_AGI_R1_OmG_002,,,unmatched,0.0,,,False,,False
1044,LeroyDyer/_Spydaz_Web_AI_AGI_R1_OmG_Coder,,,unmatched,0.0,,,False,,False
1045,LeroyDyer/_Spydaz_Web_AI_AGI_R1_OmG_Math,,,unmatched,0.0,,,False,,False
1046,LeroyDyer/_Spydaz_Web_AI_AGI_R1_OmG_MathMaster,,,unmatched,0.0,,,False,,False
1047,LeroyDyer/_Spydaz_Web_AI_AGI_R1_Student_Coder,,,unmatched,0.0,,,False,,False
1048,LeroyDyer/_Spydaz_Web_AI_AGI_R1_Teacher_Coder,,,unmatched,0.0,,,False,,False
1049,LeroyDyer/_Spydaz_Web_AI_AGI_R1_Top_Student,,,unmatched,0.0,,,False,,False
1050,LeroyDyer/_Spydaz_Web_AI_AGI_R1_X1,,,unmatched,0.0,,,False,,False
