dataset,family,validation_domain,rmse,mae,bias,spearman
test_1B,clr_spline,dm_mathematics,2.4387178395538487,2.0585554229325,2.0578382479268793,0.9236721611721611
test_1B,clr_spline,github,3.399046061825347,3.3821141454579724,3.3821141454579724,0.8601190476190474
test_1B,clr_spline,stackexchange,2.823750216459796,2.811111680192745,2.811111680192745,0.9240384615384614
test_1B,clr_spline,gutenberg_pg_19,2.463827878458494,2.4608700417861815,2.4608700417861815,0.8517857142857141
test_1B,clr_spline,pile_cc,2.441710773386516,2.440386143769887,2.440386143769887,0.8604395604395604
test_1B,clr_spline,ubuntu_irc,3.877322889861622,3.8397205970021813,3.8397205970021813,0.8720238095238094
test_1B,clr_spline,hackernews,2.1422383575069643,2.1397689436632525,2.1397689436632525,0.7760073260073259
test_1B,clr_spline,pubmed_abstracts,2.6992035369761465,2.6944689810580638,2.6944689810580638,0.864606227106227
test_1B,clr_spline,uspto_backgrounds,2.563281840564639,2.557622360166559,2.557622360166559,0.9676739926739927
est_10b,v2_champion,arxiv,3.4315703559684074,3.354006748984927,3.354006748984927,0.8689996159754225
est_10b,v2_champion,freelaw,3.47328714263838,3.435557859915122,3.435557859915122,0.8112039170506913
est_10b,v2_champion,pubmed_central,3.500920519721535,3.4438881240106816,3.4438881240106816,0.8001152073732719
est_10b,v2_champion,wikipedia_en,3.8521295887442055,3.832860934798393,3.832860934798393,0.4906991816693207
est_10b,v2_champion,dm_mathematics,2.8882502971667936,2.7377345179476134,2.7377345179476134,0.9013536866359447
est_10b,v2_champion,github,3.6322105696160047,3.561572389042797,3.561572389042797,0.8223886328725039
est_10b,v2_champion,stackexchange,3.5543681188683443,3.5071636363722627,3.5071636363722627,0.7049335750024592
est_10b,v2_champion,gutenberg_pg_19,3.56441178981393,3.547060243797586,3.547060243797586,0.5383064516129032
est_10b,v2_champion,pile_cc,3.8027062815791943,3.7920789598248636,3.7920789598248636,0.2778897849462366
est_10b,v2_champion,ubuntu_irc,4.5191374859479305,4.468391824141629,4.468391824141629,0.7504800307219662
est_10b,v2_champion,hackernews,3.608394765619282,3.5956519013816077,3.5956519013816077,0.21010944700460832
est_10b,v2_champion,pubmed_abstracts,3.6144304255158692,3.5924061264040494,3.5924061264040494,0.5016801075268817
est_10b,v2_champion,uspto_backgrounds,3.4198751339282554,3.397590495277347,3.397590495277347,0.5476016177623803
est_10b,alr_elasticnet,arxiv,3.4293748319218005,3.352894361790324,3.352894361790324,0.8725998463901691
est_10b,alr_elasticnet,freelaw,3.478303877695682,3.439741248039259,3.439741248039259,0.808083717357911
est_10b,alr_elasticnet,pubmed_central,3.5016968452744326,3.4441819263659528,3.4441819263659528,0.8080357142857143
est_10b,alr_elasticnet,wikipedia_en,3.8583229412714393,3.83919847888679,3.83919847888679,0.48467465150893135
est_10b,alr_elasticnet,dm_mathematics,2.8989756337087402,2.746222006793819,2.746222006793819,0.888056835637481
est_10b,alr_elasticnet,github,3.6481650358056816,3.5758075474819013,3.5758075474819013,0.8239727342549924
est_10b,alr_elasticnet,stackexchange,3.5636442324050166,3.5163288959621957,3.5163288959621957,0.7052936023645646
est_10b,alr_elasticnet,gutenberg_pg_19,3.5687216477003916,3.5519389352275437,3.5519389352275437,0.5464189708141322
est_10b,alr_elasticnet,pile_cc,3.8052079020010385,3.7946875220778375,3.7946875220778375,0.2954109062980031
est_10b,alr_elasticnet,ubuntu_irc,4.520666442431159,4.467586568102175,4.467586568102175,0.7155337941628265
est_10b,alr_elasticnet,hackernews,3.609658668977105,3.5971814335597534,3.5971814335597534,0.24481566820276496
est_10b,alr_elasticnet,pubmed_abstracts,3.6198847920159456,3.5976689826375448,3.5976689826375448,0.5008640552995393
est_10b,alr_elasticnet,uspto_backgrounds,3.4248550957466377,3.4028661973760483,3.4028661973760483,0.5657469968124946
est_10b,ilr_ridge,arxiv,3.436999308775459,3.3503088230797844,3.3503088230797844,0.8499423963133641
est_10b,ilr_ridge,freelaw,3.4695904184228787,3.4288579116280355,3.4288579116280355,0.7966109831029186
est_10b,ilr_ridge,pubmed_central,3.4992364358371715,3.4370718598424754,3.4370718598424754,0.7746255760368663
est_10b,ilr_ridge,wikipedia_en,3.8494867103514885,3.828282680866896,3.828282680866896,0.4652089385205817
est_10b,ilr_ridge,dm_mathematics,2.9056364088222417,2.7298800621235197,2.7298800621235197,0.8922331029185867
est_10b,ilr_ridge,github,3.6347822836572923,3.556262140789914,3.556262140789914,0.8126920122887865
est_10b,ilr_ridge,stackexchange,3.555650497751592,3.503291963248976,3.503291963248976,0.6750513039477074
est_10b,ilr_ridge,gutenberg_pg_19,3.561343269189825,3.5415996357981228,3.5415996357981228,0.5035522273425499
est_10b,ilr_ridge,pile_cc,3.802001413517554,3.790570665296237,3.790570665296237,0.24284754224270355
est_10b,ilr_ridge,ubuntu_irc,4.521684999568713,4.46320059831615,4.46320059831615,0.7058851766513057
est_10b,ilr_ridge,hackernews,3.608036784643146,3.5933732758058374,3.5933732758058374,0.1665226574500768
est_10b,ilr_ridge,pubmed_abstracts,3.6119051634015054,3.5879643339948277,3.5879643339948277,0.46923003072196623
est_10b,ilr_ridge,uspto_backgrounds,3.417979944954767,3.393669855694711,3.393669855694711,0.5221836859977359
est_10b,alr_pls,arxiv,3.380910730294209,3.314872147149418,3.314872147149418,0.8605030721966206
est_10b,alr_pls,freelaw,3.500791576669789,3.474580033780017,3.474580033780017,0.8215245775729647
est_10b,alr_pls,pubmed_central,3.510388908404819,3.4730044461198384,3.4730044461198384,0.7189900153609832
est_10b,alr_pls,wikipedia_en,3.8873901128862594,3.8799885627398334,3.8799885627398334,0.3828816936993252
est_10b,alr_pls,dm_mathematics,2.8808402657619716,2.772313879511455,2.772313879511455,0.8792242703533028
est_10b,alr_pls,github,3.6077360129750153,3.5565936794958635,3.5565936794958635,0.7721774193548387
est_10b,alr_pls,stackexchange,3.566333106379559,3.537992163619413,3.537992163619413,0.5939731420015615
est_10b,alr_pls,gutenberg_pg_19,3.6289567720015214,3.6221735386318086,3.6221735386318086,0.5641321044546851
est_10b,alr_pls,pile_cc,3.825212726648647,3.8178988811499,3.8178988811499,0.4877112135176652
est_10b,alr_pls,ubuntu_irc,4.557090549750231,4.520560711506321,4.520560711506321,0.6811155913978494
est_10b,alr_pls,hackernews,3.5927278634275455,3.5873913667052753,3.5873913667052753,0.34096582181259605
est_10b,alr_pls,pubmed_abstracts,3.6512659880219376,3.6360554542171846,3.6360554542171846,0.3629032258064516
est_10b,alr_pls,uspto_backgrounds,3.478479665743907,3.4676446113048547,3.4676446113048547,0.46683547953005894
est_10b,clr_spline,arxiv,3.4318987195740047,3.337123912087564,3.337123912087564,0.8283890168970814
est_10b,clr_spline,freelaw,3.490450103535146,3.443465956492742,3.443465956492742,0.7540322580645161
est_10b,clr_spline,pubmed_central,3.5064651886476934,3.4344414437043853,3.4344414437043853,0.7590725806451614
est_10b,clr_spline,wikipedia_en,3.863087733212762,3.839085716550472,3.839085716550472,0.3356215347917291
est_10b,clr_spline,dm_mathematics,2.935394935150859,2.750112705414882,2.750112705414882,0.8269969278033795
est_10b,clr_spline,github,3.6884917794008008,3.608781008360691,3.608781008360691,0.7494719662058371
est_10b,clr_spline,stackexchange,3.5865577911169173,3.5304730399225988,3.5304730399225988,0.6062380741372869
est_10b,clr_spline,gutenberg_pg_19,3.5743892623472298,3.555269505626059,3.555269505626059,0.48463901689708144
est_10b,clr_spline,pile_cc,3.806352711934324,3.792846403490389,3.792846403490389,0.11170314900153609
est_10b,clr_spline,ubuntu_irc,4.552608640755511,4.482713260290733,4.482713260290733,0.5984543010752689
est_10b,clr_spline,hackernews,3.6143203668204595,3.596098015759111,3.596098015759111,0.03489823348694316
est_10b,clr_spline,pubmed_abstracts,3.620262435989636,3.588242707694275,3.588242707694275,0.3712557603686636
est_10b,clr_spline,uspto_backgrounds,3.431150882620995,3.4054076587392133,3.4054076587392133,0.46901964552683206
est_70b,v2_champion,arxiv,3.801790799041569,3.717428971207149,3.717428971207149,0.820468509984639
est_70b,v2_champion,freelaw,3.84660829707222,3.805651510708772,3.805651510708772,0.7496639784946237
est_70b,v2_champion,pubmed_central,3.8721435085059257,3.811688124010682,3.811688124010682,0.6971966205837173
est_70b,v2_champion,wikipedia_en,4.265880986098711,4.2464228395602985,4.2464228395602985,0.410810291858679
est_70b,v2_champion,dm_mathematics,3.194864205521051,3.029520232233327,3.029520232233327,0.8995295698924732
est_70b,v2_champion,github,4.018961774782332,3.9437406430110524,3.9437406430110524,0.7391993087557605
est_70b,v2_champion,stackexchange,3.9319392878473582,3.8824303030389276,3.8824303030389276,0.5681231774023905
est_70b,v2_champion,gutenberg_pg_19,3.9483705114215297,3.930672942210285,3.930672942210285,0.45900537634408606
est_70b,v2_champion,pile_cc,4.211601587603652,4.20150435665026,4.20150435665026,0.22215821812596004
est_70b,v2_champion,ubuntu_irc,5.003817503137478,4.949444205094013,4.949444205094013,0.658754065356401
est_70b,v2_champion,hackernews,3.9954868197750466,3.9829471394768454,3.9829471394768454,0.1072388632872504
est_70b,v2_champion,pubmed_abstracts,4.0010367562912315,3.978748983546906,3.978748983546906,0.3884888632872504
est_70b,v2_champion,uspto_backgrounds,3.7864977659197474,3.763633352420205,3.763633352420205,0.47653793547557677
est_70b,alr_elasticnet,arxiv,3.7994985452433783,3.7163165840125463,3.7163165840125463,0.8231566820276498
est_70b,alr_elasticnet,freelaw,3.85165220498289,3.8098348988329103,3.8098348988329103,0.7466877880184333
est_70b,alr_elasticnet,pubmed_central,3.8729246585391937,3.8119819263659527,3.8119819263659527,0.7062692012288787
est_70b,alr_elasticnet,wikipedia_en,4.272081543628178,4.2527603836486945,4.2527603836486945,0.40514592933947774
est_70b,alr_elasticnet,dm_mathematics,3.2053922339660494,3.038007721079533,3.038007721079533,0.8867607526881721
est_70b,alr_elasticnet,github,4.034822439399428,3.957975801450155,3.957975801450155,0.7412154377880185
est_70b,alr_elasticnet,stackexchange,3.941169973030361,3.8915955626288614,3.8915955626288614,0.5715794400786028
est_70b,alr_elasticnet,gutenberg_pg_19,3.9527035869500384,3.9355516336402423,3.9355516336402423,0.4660138248847926
est_70b,alr_elasticnet,pile_cc,4.214122401436502,4.204112918903233,4.204112918903233,0.24068740399385563
est_70b,alr_elasticnet,ubuntu_irc,5.005194937923143,4.9486389490545575,4.9486389490545575,0.6234233802217867
est_70b,alr_elasticnet,hackernews,3.996767600306606,3.9844766716549915,3.9844766716549915,0.14429723502304148
est_70b,alr_elasticnet,pubmed_abstracts,4.006499378261203,3.9840118397804014,3.9840118397804014,0.3863767281105991
est_70b,alr_elasticnet,uspto_backgrounds,3.7914876462646827,3.7689090545189052,3.7689090545189052,0.4959316421273481
est_70b,ilr_ridge,arxiv,3.807065024928669,3.7137310453020063,3.7137310453020063,0.7981950844854071
est_70b,ilr_ridge,freelaw,3.8427664692117864,3.7989515624216863,3.7989515624216863,0.7329109062980032
est_70b,ilr_ridge,pubmed_central,3.8702462905753716,3.804871859842476,3.804871859842476,0.6668106758832566
est_70b,ilr_ridge,wikipedia_en,4.263114921304294,4.2418445856288,4.2418445856288,0.38378456221198154
est_70b,ilr_ridge,dm_mathematics,3.2122209274523312,3.021665776409234,3.021665776409234,0.8908410138248848
est_70b,ilr_ridge,github,4.021382091622975,3.9384303947581683,3.9384303947581683,0.7266225038402457
est_70b,ilr_ridge,stackexchange,3.9330410380032292,3.878558629915643,3.878558629915643,0.532048435719425
est_70b,ilr_ridge,gutenberg_pg_19,3.9451793341715873,3.925212334210822,3.925212334210822,0.4226190476190476
est_70b,ilr_ridge,pile_cc,4.21079182440547,4.199996062121634,4.199996062121634,0.1873079877112135
est_70b,ilr_ridge,ubuntu_irc,5.006136530991874,4.94425297926853,4.94425297926853,0.60710213980634
est_70b,ilr_ridge,hackernews,3.9950129872225575,3.9806685139010756,3.9806685139010756,0.06288402457757297
est_70b,ilr_ridge,pubmed_abstracts,3.99838040782237,3.9743071911376857,3.9743071911376857,0.3553187403993856
est_70b,ilr_ridge,uspto_backgrounds,3.7844881203472607,3.7597127128375676,3.7597127128375676,0.45039963529763266
est_70b,alr_pls,arxiv,3.7486044189108063,3.6782943693716397,3.6782943693716397,0.8293970814132106
est_70b,alr_pls,freelaw,3.8721307976843673,3.8446736845736673,3.8446736845736673,0.7986271121351767
est_70b,alr_pls,pubmed_central,3.8798281104850925,3.840804446119838,3.840804446119838,0.646889400921659
est_70b,alr_pls,wikipedia_en,4.299627403055536,4.2935504675017375,4.2935504675017375,0.3557507680491552
est_70b,alr_pls,dm_mathematics,3.1840578026980713,3.0640995937971702,3.0640995937971702,0.8817684331797235
est_70b,alr_pls,github,3.9931766507915194,3.938761933464117,3.938761933464117,0.6934043778801843
est_70b,alr_pls,stackexchange,3.942730887014096,3.91325883028608,3.91325883028608,0.4723318972582021
est_70b,alr_pls,gutenberg_pg_19,4.011918252090122,4.005786237044508,4.005786237044508,0.5287058371735791
est_70b,alr_pls,pile_cc,4.2344189117913835,4.227324277975297,4.227324277975297,0.44201228878648235
est_70b,alr_pls,ubuntu_irc,5.04015402175658,5.001613092458704,5.001613092458704,0.5869406075284351
est_70b,alr_pls,hackernews,3.9795267100336065,3.9746866048005134,3.9746866048005134,0.32142857142857145
est_70b,alr_pls,pubmed_abstracts,4.037035441584006,4.022398311360042,4.022398311360042,0.28331413210445466
est_70b,alr_pls,uspto_backgrounds,3.843447480240011,3.8336874684477125,3.8336874684477125,0.4284377026412333
est_70b,clr_spline,arxiv,3.801029972905852,3.700546134309786,3.700546134309786,0.7697772657450077
est_70b,clr_spline,freelaw,3.8632392691433735,3.8135596072863924,3.8135596072863924,0.6826036866359447
est_70b,clr_spline,pubmed_central,3.8772151187211352,3.8022414437043848,3.8022414437043848,0.6477054531490015
est_70b,clr_spline,wikipedia_en,4.276282905429971,4.252647621312376,4.252647621312376,0.24486367127496161
est_70b,clr_spline,dm_mathematics,3.243474899168955,3.041898419700596,3.041898419700596,0.8158602150537635
est_70b,clr_spline,github,4.074487435892862,3.990949262328944,3.990949262328944,0.6490495391705069
est_70b,clr_spline,stackexchange,3.9634547737531785,3.905739706589265,3.905739706589265,0.4638832551607943
est_70b,clr_spline,gutenberg_pg_19,3.957996789112912,3.9388822040387566,3.9388822040387566,0.39943356374808
est_70b,clr_spline,pile_cc,4.214869465456393,4.202271800315787,4.202271800315787,0.055827572964669746
est_70b,clr_spline,ubuntu_irc,5.036641520910365,4.963765641243114,4.963765641243114,0.4812365740142767
est_70b,clr_spline,hackernews,4.001004989963112,3.983393253854348,3.983393253854348,-0.07334869431643626
est_70b,clr_spline,pubmed_abstracts,4.0062286947248555,3.9745855648371324,3.9745855648371324,0.2474078341013825
est_70b,clr_spline,uspto_backgrounds,3.797314417575729,3.7714505158820706,3.7714505158820706,0.39440270755186246
